-1	-1	-1	-1	1	0	1	9	1	comments2003a.vrt 3764195	Ja ne hajut...
0	-1	0	0	2	0	0	17	1	comments2010d.vrt 1118086	..edes raskauden ajaksi lopettaa yhden makkaran syömistä..
0	0	1	0	4	0	-1	20	1	comments2014b.vrt 1144817	Erittäin hyvä virustentorjuntaohejlma varmasti on turvallinen.
0	0	0	0	3	0	-1	11	1	comments2014c.vrt 2748956	Ei mulla mitään kokemusta.
-1	0	-1	-1	2	0	-1	13	1	comments2014a.vrt 440656	Kerran on julkisella paikalla itkettänyt, se oli tänään.
0	0	0	0	3	0	-1	1	1	comments2011d.vrt 2749317	Olen hakenut itselle tai ollut kartanlukijana/tulkkina/moraalisena tukena lähes parikymmentä kertaa autoa Saksasta haettaessa.
-1	-1	-1	-1	1	0	1	13	1	threads2011a.vrt 1561335	Ujolle maailma on paska paikka, on aina ollut ja tulee aina olemaan....
-1	0	0	0	2	0	0	17	1	comments2014b.vrt 2462506	Huonojen ja hauraitten hampaiden syy ei aina oo huonossa hygieniassa ja hoidossa.
-1	0	-1	-1	2	0	-1	12	1	comments2006a.vrt 3150038	mutta sanoit sen sitten olevan 600-7oooooe arvoinen.
0	0	-1	0	2	0	-1	3	1	comments2017a.vrt 1775971	Kampaajat on usein yrittäjiä, ja jos asiakas jättää tulematta, ei siltä ajalta saa palkkaa!
0	-1	0	0	2	0	0	11	1	comments2007f.vrt 405452	Hääthän yleensä maksavat.
0	0	0	0	3	0	1	4	1	comments2010f.vrt 843206	- suolainen 6. Rokki vai reggae?
-1	-1	-1	-1	1	0	0	8	1	comments2010b.vrt 1431292	Me asutaan kaupungissa ja ikävä kyllä tuo vapaana kulkeminen ei ole mahdollista joka päivä :-(.
-1	-1	-1	-1	1	0	0	4	1	comments2018b.vrt 2822187	Jännä että en saa kertoa että olen haastanut koko saatanallisen karismaattinen kenttä .
0	0	0	0	3	0	1	12	1	comments2018c.vrt 825565	Apua dissosiaatiohäiriöön sain vasta parikymmentävuotta myöhemmin.
1	1	0	1	4	0	1	10	1	comments2008g.vrt 188758	Joulu on erinomaista aikaa zen-meditaatiolle.
-1	-1	0	-1	2	0	-1	6	1	threads2017a.vrt 639760	Venäläisen divisioonan koko taitaa olla tälläkin kirjoittajalla ihan hukassa.
0	0	0	0	3	0	-1	16	1	comments2011b.vrt 125899	Vieläköhän MEK tekee Loma-Suomijulkaisua?
-1	0	0	0	2	0	-1	18	1	threads2009a.vrt 5598139	Mikä on VL saarnoissa niin useasti esiintyvä ”Jeesuksen vahvistama synti” jota tupakka ei ole.
1	0	0	0	4	0	0	14	1	comments2011a.vrt 143208	Olen samaa mieltä, varsinkin meikäläiset jotka vuosittain ajavat suht vähän, on järkevää käyttää vanha kosla loppuun kuin olla velkavankeudessa uuden auton oston takia.
-1	-1	-1	-1	1	0	1	17	1	comments2015d.vrt 218897	tuli potkasee mua nilkkaa (mitävittua:D ) seuraavana päivänä noh kohta se oli maissa ja mut revittiin siitä pois ettei kaveri kuollu :D
0	0	0	0	3	0	-1	20	1	comments2012a.vrt 1732660	Se härveli lasketaan avannosta jään alle ja sitten kuunnellaan/katsotaan missä se menee.
-1	0	0	0	2	0	-1	20	1	comments2018a.vrt 1707037	No mitkä siellä on keksitty ihan omasta päästä?
1	0	1	1	4	0	-1	18	1	threads2009a.vrt 3261980	Matkakuvia Retystä!!!
0	-1	-1	-1	2	1	-1	17	1	comments2016d.vrt 2465960	Yksi euron ateria on tuohon budjettiin jo kallis :)
0	0	0	0	3	0	1	19	1	threads2015a.vrt 1280227	Moi oon 11v tyttö ja oon normaaleja 11 vuotiaita "kehittyneempi".
0	1	0	0	4	0	1	5	1	comments2016a.vrt 199775	Hankalakin suhde on suhde(kokemusta).
0	0	0	0	3	0	-1	18	1	threads2009a.vrt 3108289	tässä linkki josta voi pelin ladata ja tehdä ilmaisen accountin
0	0	0	0	3	0	-1	2	1	comments2013d.vrt 2095841	ja minä tarinoita
1	1	1	1	5	0	0	9	1	comments2013b.vrt 2274037	tykkäilen tuosta blogista ihan ylipaljon!
0	-1	0	0	2	0	1	10	1	comments2015e.vrt 1260339	En edes muista milloin olisin viimeksi ollut jossain liikenteessä jonkun kanssa...
0	0	0	0	3	0	-1	7	1	comments2011d.vrt 1901377	Seuraavassa on muutamia kommentteja
-1	0	-1	-1	2	0	1	3	1	threads2013a.vrt 4530332	Kertokaa kaverit, jos vaan mitenkään jaksatte enää viidettäsadatta samanlaista ongelmallista tyttöä auttaa, millä ilveellä mä saisin itseni rauhottumaan tän asian suhteen?
-1	0	0	0	2	0	1	2	1	threads2017a.vrt 5173134	Uhkaa kasvaa
-1	-1	-1	-1	1	-1	-1	5	1	comments2013d.vrt 2496520	Sodissa sotaherrojen kannattaa eliminoida riittävästi väkeä jotta kansalaiset ottavat tosissaan sen ettei elämässä kannata huijata toisia kansalaisia ja aiheuttaa tällä tavoin kaaosta yhteiskuntaan vaan palvella sotaherroja.
0	-1	0	0	2	0	-1	14	1	threads2015b.vrt 1010994	Sen rauhan ja rakkauden sanomaa, jonka symbolina on antiikkinen kidutusväline, kannatetaan miltei kaikkialla maailmassa.
-1	-1	0	-1	2	0	0	18	1	threads2003a.vrt 585766	että kyseinen henkilö oli niitä "ammattikaatujia", jolle oli jo muodostunut erittäin voimakas suggestioherkkyys.
-1	-1	-1	-1	1	0	-1	1	1	threads2007a.vrt 6556260	Jos ei joku tiedä niin kysy vaikka ite Jumalalta!!
0	0	0	0	3	0	1	18	1	comments2011a.vrt 3667211	Nekin ovat eräässä mielessä itsenäisiä mutta eivät kehitysteorioiden mukaan enää ole kykeneviä elämään itsenäisesti.
1	1	1	1	5	0	1	12	1	comments2006e.vrt 3575704	;-)))
1	1	1	1	5	-1	-1	15	1	comments2010a.vrt 3670799	Mukavaa lomaa kaikille Marmarikseen matkaaville!! (vaikka mukavahan Turkin lomasta tulee varmasti ilman toivotuksiakin)
0	0	0	0	3	0	1	15	1	comments2008e.vrt 3802521	Wind of Change: http://www.youtube.com/watch?v=5muLIq9PqUk You and I: http://www.youtube.com/watch?v=GuAoUK5Ar8I
0	0	0	0	3	0	-1	5	1	comments2006a.vrt 156559	Käytän merkkihuolossa keväällä, ja jos eivät siellä vikaa löydä, niin uusi johto peliin.
0	0	0	0	3	0	-1	20	1	threads2015a.vrt 1975110	Vahvuudessa rajansa
0	0	0	0	3	0	-1	8	1	threads2011b.vrt 3562208	kuuluuko kristillisdemokraatteihin
0	0	0	0	3	0	0	2	1	comments2006a.vrt 463824	Elintarvikeketjun kaikki lenkit vaativat ruuan arvonlisäveron alentamista.
0	0	0	0	3	0	-1	5	1	comments2009e.vrt 1637322	Kirjoitit- &gt;&gt;&gt;Matteus 28 19 Menkää siis ja tehkää kaikki kansat minun opetuslapsikseni, kastamalla heitä Isän ja Pojan ja Pyhän Hengen nimeen
0	0	0	0	3	0	-1	1	1	comments2010c.vrt 2188737	Myös erilaisiin ongelmiin ja vieläkin tarkemmin suodattavia.
-1	-1	0	-1	2	0	1	4	1	threads2005a.vrt 2187300	Ethän sä suutu?”
-1	-1	-1	-1	1	0	-1	16	1	comments2011c.vrt 1675114	Ei ne syyt lopu koskaan.
-1	-1	-1	-1	1	0	-1	15	1	comments2005b.vrt 1348716	Teko joka on tehty ilman päämäärää (toisen vuoksi) on loppujen lopuksi aina tehty OMAA napaa ajatellen, ilman että siitä kukaan muukaan, edes Jumala saisi mitään, edes kiitosta...
0	-1	0	0	2	0	1	19	1	threads2005a.vrt 2068564	Äänestys aluepalautusten puolesta - Kyllä
1	0	1	1	4	0	-1	4	1	comments2017c.vrt 794798	Rebel blue on vain puhtaana hieno auringossa.
0	0	0	0	3	0	0	3	1	threads2015b.vrt 898599	3. lievä pahoinvointi, heikotus
-1	-1	-1	-1	1	0	0	20	1	comments2017e.vrt 346696	Alkanut tuntumaan siltä, että pidät tätä balttiksen tavoin omana palstanasi ja toivottelet kristiyille "tervemenoa" toivotuksia, niinpaljon paskaa syydät todellisten uskovien niskaan lukuisilla eri nikeilläsi.
0	0	0	0	3	0	1	3	1	comments2016d.vrt 1048329	Missä
-1	0	0	0	2	0	-1	4	1	comments2012b.vrt 3561120	32. Älä pelkää, sinä piskuinen lauma; sillä teidän Isänne on nähnyt hyväksi antaa teille valtakunnan.
0	-1	0	0	2	-1	-1	18	1	comments2014e.vrt 894623	No, enpä voi asiaan vaikuttaa.
0	-1	0	0	2	1	0	10	1	comments2017b.vrt 907182	Rukoile niiden puolesta, jotka siihen uskoen siirtyivät tuonpuoleiseen.
-1	-1	-1	-1	1	0	-1	12	1	comments2018d.vrt 358070	Voi kauheeta !!
0	-1	0	0	2	0	-1	12	1	threads2015a.vrt 4918617	Käytännössä ero puolueesta tulee voimaan heti, mutta vaatii vielä puolueosaston kuittauksen..
0	-1	0	0	2	0	-1	5	1	threads2009a.vrt 6893	Jeesuksen päivinä ei vallinnut mikään "puhdas" juutalaisuus On historiallisesti virheellistä kuvitella, että Jeesuksen aikaan juutalaisuus olisi elänyt jossain omassa eristyneisyydessään ja jonkinlaisessa uskonnollisessa "puhtaudessa" keskellä "pakanallista rappiota" (ei juutalaisuus koskaan ole ollut missään kulttuurisessa tyhjiössä ja kuin ylhäältä annettu).
0	-1	0	0	2	0	-1	2	1	comments2010b.vrt 2332298	Ihmetystä herättää myös se, ettei Kymenlaakson sairaanhoitopiirin ja siten Kastek-Kiinteistöt Oy:n suurena rahoittajana ja osakkaana olevaa Kotkan kaupunkia ja etenkin sen kaupunginvaltuustoa ja -hallitusta ole informoitu kaupan valmistelussa.
-1	-1	-1	-1	1	0	-1	3	1	comments2014e.vrt 1651421	Uuden mieheni omaisille suunnattu minun haukkuminen suututti todella.
-1	-1	1	-1	2	0	-1	9	1	comments2003a.vrt 4083852	"En ole kateellinen, en edes katkera." BUUUAAAHHHAAHHAAAAAAAAA!!!!!!
0	-1	0	0	2	0	-1	13	1	comments2007b.vrt 1963056	Minä olen tunetnut veljeni ja ystäväni lapsesta lähtien, ja tunnen kyllä heidän luonteensa plussat ja miinukset.
-1	-1	-1	-1	1	1	-1	16	1	comments2009b.vrt 3831004	Luulin kyllä että ne ois vaihtanut ne öljyt 10 000 km:n välein kun olivat niin laskuttaneetkin.
-1	-1	-1	-1	1	0	0	7	1	comments2016e.vrt 2418304	Kerropa Tiltu, että MISSÄ on se "voittanut" Neuvostoliitto?
0	0	0	0	3	0	-1	9	1	comments2015e.vrt 1074696	Tällöin hengittäminen käy tukalaksi myös muilla laitesukeltajille.
-1	-1	1	-1	2	0	1	8	1	comments2009f.vrt 3016590	Katohan, piirretyistä voi oppia elämää.
1	0	0	0	4	0	-1	4	1	comments2008e.vrt 321273	Ideoita itselläni on, mutta ilman vakituista työtäkin, omaisuuteni on sen verran suuri, että yrityksen konkurssissa menetrtäisin tähä asti hankitun omaisuuden.
1	1	1	1	5	0	0	10	1	comments2013b.vrt 2111904	Hyvää matkan odotusta.
1	0	1	1	4	-1	-1	6	1	comments2013b.vrt 3234257	Kyllä sulla elämän puitteet on ainakin kunnossa.
1	-1	0	0	3	0	0	1	1	comments2014b.vrt 1490955	otan osaa, playa del Inglesiin 3 viikoksi?
0	0	0	0	3	0	1	7	1	threads2017a.vrt 4843316	1.) Jyväskylä
0	-1	-1	-1	2	0	-1	9	1	comments2010d.vrt 2684824	et pääse mihinkään, ellei lähtökohta ole alkumetrillä oikea...,
0	0	0	0	3	0	-1	4	1	comments2013f.vrt 654748	pööö pa oli öööpö
0	1	0	0	4	0	-1	14	1	threads2005a.vrt 5738841	Olisi kiva kuulla kokemuksia kyseisestä autosta, jos sellaisen omistajia on netin ääressä.
1	1	1	1	5	0	1	11	1	comments2007d.vrt 2802455	Mutta ei siellä mitään kamalaa ole!
0	0	0	0	3	0	1	5	1	comments2009d.vrt 412168	Näin siis voisin kuvitella että reagoisin, en tunne ketään tyttöä joka olisi raiskattu.
0	0	-1	0	2	1	1	9	1	comments2005c.vrt 3009008	Toistan: en ole täällä roikkuva hetero-mies (ja jos olisin, niin miksi suhtaudut minuun noin vihamielisen torjuvasti?), joka haluaisi kanssasi sänkyyn.
0	0	0	0	3	0	0	11	1	comments2010f.vrt 1835917	Niitä ennen se siis ilmeisesti tarvitsi niitä kuona-aineita?
0	0	0	0	3	1	0	5	1	threads2011b.vrt 1191466	Laittakaa myös sanaa runsainmitoin eteenpäin.
0	0	0	0	3	0	0	6	1	comments2008b.vrt 91946	Sitten kun korot nousivat ei kertakaikkiaan enää ole mahdollisuuksia ottaa isoja lainoja.
1	0	0	0	4	0	-1	4	1	comments2011d.vrt 1965082	samaa mieltä ku kreikkaan hurahtanut.
0	-1	0	0	2	0	1	8	1	comments2008b.vrt 1226973	Varmista, että soittimesi osaa niitä toistaa jos tuolta hankkia meinaat.
0	0	0	0	3	0	0	19	1	comments2015b.vrt 2528391	Charlie Chaplin -leffa jossa kulkuri huolehtii pienestä pojasta
0	-1	0	0	2	0	1	8	1	comments2003b.vrt 979393	En uskalla...Tähystän aina.
1	-1	-1	-1	2	0	0	10	1	comments2007e.vrt 3327426	Sen vaatiminen itseltä on jopa täysin epäinhimillistä !
0	-1	0	0	2	0	-1	7	1	comments2008e.vrt 1259583	9 kk:n iässä tullut oli kuvaamasi kaltainen ja häntä emme voineet viedä pois kotoa, koska emme halunneet "kiusata lasta", kaikki vapaat pidettiin niin että toinen vanhemmista oli kotona l. vuorotellen käytiin elokuvissa tms. Myöhemmin, kun tämä 9kk:n ikäisenä tullut oli n. 3-vuotias kävimme joskus jossakin kahdestaan puolison kanssa(viikonloppuvapaa ilman lapsia, teatterikäynti tms.) ja näille kerroille järjestimme lomittajan kotiin - kerran saimme perhelomittajan ja monesti äitini oli meillä.
-1	-1	-1	-1	1	0	1	20	1	comments2016d.vrt 3525360	Kukaan ei enää vastaile meiliin tai puhelimeen, mitä näillä järjestelmillä enää tekee.
0	0	0	0	3	1	0	13	1	comments2010a.vrt 727063	Ohjelmat - Äänitysohjelma (esim ilmainen Audacity) - Äänieditointiohjelma (Audacity käy tähänkin) - Poltto-ohjelma
1	1	1	1	5	0	1	16	1	comments2013a.vrt 3090195	Ite ainaki oon edellisis suhteis aina aluks sanonu jtn tyylii: "oot mukava :)" ja tommosta, kannattaa eka sillee puhua sille mukavia ja sit kehuu sitä, jos seki kehuu sua, nii todennäkösesti se on ihastunu ;)
1	1	-1	1	4	0	-1	18	1	comments2015a.vrt 3432165	Voi Seppo raukkaa, mahtaa hänellä olla rankkaa :( no mutta eiköhän katariina kohta pelasta hänetkin :) jos Lari otti Kallen huoneen käyttöönsä niin Sepollehan jää vielä Eliaksen huone
1	1	0	1	4	0	-1	19	1	comments2008d.vrt 18299	Ominaisuudet ovat paremmat kuin 510:ssä .
0	-1	0	0	2	0	-1	20	1	comments2017b.vrt 2757908	Sinä ap itse voit muuttaa itsesi niin, että siedät tuollaista tai sitten puolisosi muuttaa toimintaansa.
0	0	0	0	3	0	0	18	1	comments2005d.vrt 3936939	Tein juuri uuden osoitteen itselleni.
-1	-1	-1	-1	1	0	1	13	1	comments2012b.vrt 824220	Pakkoruotsi vain rajoittaa suomenkielisten mahdollisuuksia petrata kieliosaamistaan ja kilpailukykyään (on jopa väitetty että tämä olisi jopa suomenruotsalaisten alkuperäinen tarkoituskin pakkoruotsin lanseeramisessa 70 luvulla)...
-1	-1	-1	-1	1	0	1	18	1	comments2014a.vrt 1159108	paskanpuhujat taas liikkeellä.m
0	-1	-1	-1	2	0	-1	16	1	comments2017a.vrt 1063600	ja oliko niitä kirjoitusvirheitä.
0	0	0	0	3	0	-1	4	1	comments2008b.vrt 2217446	Suosittelen esim.
-1	-1	0	-1	2	1	0	6	1	threads2005a.vrt 2729355	Tervehdys mongoloidit..
0	0	0	0	3	1	0	10	1	threads2015a.vrt 95431	Kyseessä on John Lennonin vuonna 1980 tekemä laulu Grow Old With Me, suomalaiselta nimeltään Jää sieluun sydämeen.
0	-1	-1	-1	2	0	-1	2	1	comments2007e.vrt 3781329	Kokeilin koneessa xp:tä mutta toimi niin hunosti, että palasin 98:iin ja nyt tuli samat ongelmat (c aseman formatoinnin jälkeen ) .
1	1	1	1	5	0	0	20	1	comments2011b.vrt 3873068	Mieskin voi nukahtaa viereen :)
1	0	0	0	4	0	0	10	1	comments2017a.vrt 286369	Mehän emme voi tietää kenenkään sydämen tilaa,koska vain Jumalan Henki pystyy sen/sitä tutkimaan.
0	0	-1	0	2	0	-1	2	1	comments2008b.vrt 3182542	Välillä pelot aiheuttavat sen, että normaalitkin raskauskivistykset muuttuvat möröiksi.
0	0	0	0	3	1	1	13	1	comments2013c.vrt 2173830	Joinakin päivinä oli leike, toisina päivänä palapaistia, karjalanpaistia, lihapullia jne..
0	-1	1	0	3	0	-1	13	1	comments2012a.vrt 1711230	Mulla helpotti ton dokaamisen kanssa muutamia kymmeniä vuosia sitten kun oli viimein rahaa ylläpitää paarikaappia.
0	0	0	0	3	0	1	8	1	threads2003a.vrt 1497178	Myyn:Matzda 626 -90 kone 2,0l 12v
-1	-1	-1	-1	1	0	-1	9	1	comments2009e.vrt 1067604	Kukaan aito kokoomuslainen ei kirjoittele niin kuin sinä.
-1	-1	0	-1	2	0	-1	18	1	comments2015d.vrt 1804741	Voiko aidosti monoteistinen juutalainen puhua kahdesta jumalasta!?
0	0	0	0	3	-1	-1	5	1	threads2005a.vrt 23357	Nuollaan, nuollaan ...
0	-1	0	0	2	0	1	19	1	comments2013b.vrt 2407075	Eli vähän toisella tasolla kuin se, että joku saa tietää, että tulet asumaan yhtiöön.
1	1	1	1	5	0	-1	4	1	comments2011a.vrt 3609390	Vettä tulee hanasta ja sokeria sekä hiivaa lienee varastossa, näiden ollessa lisäksi säilyvää tavaraa, joten Pentti-pojan kannattaa ostaa aina tarjouksista paljon kerralla. ; )
0	0	0	0	3	0	1	6	1	comments2013a.vrt 3539324	http://www.youtube.com/watch?v=CAmG_ZBZkaw
0	-1	-1	-1	2	0	-1	14	1	threads2007b.vrt 2817707	Ihmettelen ihmisten vihamielisyyttä tässä seiska-asiassa.
1	-1	1	1	4	0	1	8	1	comments2012d.vrt 2527242	vaikeita yhteenlaskuja, olisi pitänyt olla hereillä matematiikan tunneilla ;)
0	0	0	0	3	0	1	20	1	comments2006e.vrt 214694	Sama juttu joissain muissakin peleissä jotka nykivät tällä koneella.
0	0	0	0	3	0	-1	7	1	comments2006c.vrt 3768630	Ei lopeteta koskaan...
0	0	0	0	3	0	0	20	1	threads2013a.vrt 5884345	Jos teit
-1	-1	-1	-1	1	0	1	7	1	comments2009a.vrt 192824	Meille tuli hirveä riita asiasta, sillä mun mielestä miehelläni ei ollut mitään saumaa arvostella minua, ei itsekään mitenkään trendikäs.
-1	-1	-1	-1	1	0	-1	16	1	comments2014d.vrt 677823	Vituttaa se autoilijana antaa tietä eikä ihmisillä ole loppupeleissä aikomustakaan ylittää tietä vaan lähinnä juoruta.
0	0	0	0	3	0	1	12	1	comments2008b.vrt 3804185	1.
0	0	0	0	3	0	0	11	1	comments2011b.vrt 1442573	Kirjota tänne jos kuulostaa vähänkin tutulta...
-1	-1	-1	-1	1	0	1	14	1	comments2008a.vrt 3446496	Mutta vihaan tollasta, että eläimistä tehdään esineitä ja välikappaleita ihmisen turhamaisuuteen. :/
-1	-1	-1	-1	1	0	0	8	1	comments2005d.vrt 2534342	Luuletko todellakin, että ainoat, jotka "Komean" Miehen jutuista herneytyy, ovat lihavia??
