1,"Dostava je uvijek u onih 45 minuta , većinu puta brže dođu , u meksičkim jelima ima malo previše luka al su ukusna , ostala jela su predobra , preporučam bilo šta u umaku od gljiva"
1,"FLAUTAS DE POLLO ( PORCIJA ) CHIMICHANGA DE POLLO ( PORCIJA ) ovo je odlično . . . . stiglo za 40 minuta , znaći 5 minuta prije , a jako fino : ) jako ukusno i zasitno . . . ."
1,"Najviše naručujem meksičku hranu i odlična je ! ! No danas imam zamjerku . Mislim da je umak od vrhnja bio pokvaren . Inače je blag , a danas je bio užasno kisel . Nadam se da se više neće ponoviti . . ."
1,Cockta party kod nas ; ) ) ) HVALA !
0,Dva i pol sata čekali hranu . Nakon sat i pol vremena nazvali restoran i rekli nam da je & amp ; quot ; neki čudan zastoj & amp ; quot ; . Hval na gladovanju .
1,"Pljeskavica Vuglec ( + pommes + salata ) je predobra ! Preporuka ! Lungić malo suh , inače sve pohvale ."
1,"Po prvi puta naručujem i zadovoljan sam . Hrana je stigla ekstremno brzo ( cca 20 min , iako su rekli da im treba 45 min ) i bila je ukusna . Meni : Seitan burger i Musaka . Jedina je možda mala zamjerka što mi se čini kao da je hrana podgrijana . Možda sam u krivu ali eto . . . Vidimo se još koji put !"
0,preloše lignje sa žara !
1,"Odlicni cevapi sa sirom ! Sve 5 ! samo jedna mala zamjerka , molim vas bar jednu salvetu drugi puta : ) pozdrav"
1,"Naručeno u 12 : 57 , jelo stiglo u 13 : 11 . . . A nisam baš u blizini . . . Vau , svaka čast , nemam riječi . A sendviči koje sam do sada naručivao su stvarno ukusni ! Čisti maksimum !"
1,"Prezadovaljna uslugom i hranom , nemojte se pokvariti . . : )"
0,"40 min ? . . . evo proslo je 1 : 30h i nigdje nikoga . . naime postoje i opcije da prijavite duže čekanje , nije problem , ali ovo je već bezobrazno prema vašim mušterijama . Koliko čitam iz prijašnjih komentara ( a žao mi je što nisam prije pročitala ) ovo vam se redovito događa . . . da , vani je snijeg na cestama , ali nema mećave i ne opravdava lažno obećavanje vremenskog roka . . . da ne spominjem da su moji podaci zajedno s brojem mobitela vidljivi prilikom narudžbe pa se eventualna velika kašnjenja mogu i najavit . . neprofesionalno i bezobrazno . . u svakom slučaju nadam se da će bit nekih sankcija od strane Pauza.hr , a ja odavde više ne naručujem . . ako se slučajno i pojavite na mojim vratima od ovog trenutka nitko vam se neće javit . . . baš kao ni vi meni . . . ocjenu od pola zvjezdice ste dobili samo jer sustav ne dozvoljava nulu . ."
1,"Odlična pizza , puna sira i arome PIZZA FUNGHI , baš fino !"
1,"Rekli za 30 , došli za 20min . velika i ukusna porcija : )"
1,"pizza super , došla brže nego što su rekli.ocjena sve govori"
1,"Za tako kasnu dostavu , više nego ok . kebab je bio sočan sa zadovoljavajućom količinom mesa i bogatom količinom priloga . Vege sendvič je bio zaista krcat povrćem ."
1,"pridružujem se odličnim kritikama , stalno naručujem kod njih . favoriti : hunan hrskava piletina ( ima okus kao patka ) , junetina s lukom i brokulom , peking juha i pohani sladoled . uvjerljivo najbolja dostava kineske hrane s obilnim porcijama"
0,"pizza je bila losa , zagorena i bez okusa a bez pricanja o tome da je pola nje bilo zaljepljeno na gornji dio kutije"
1,Junetina sa bambusom i gljivama i juhica . . . fantastično . . . . : - )
1,Najbolja pizza iz dostave u Zagrebu : ) Stigla je za 25 minuta
1,"Najbolji KINEZ u gradu , više puta naručivao svaki put i više nego ODLIČNO . . . P.S . jedini minus je slabi izbor juha ( molim popraviti ) ! ! !"
0,Pa dobro ljudi gdje je ta pizza ! ? ! ? ! ? ! ima vec sat vremena da sam narucio i jos uvijek ni traga ni glasa dostavljacu ! Strasno sporo ili mozda nemar . . . Pitam se dal pizza uopce stize ? !
1,naručio chimichangu i lignje na žaru - ODLIČNO ! ne znam što je bilo bolje !
1,super kao i uvijek .
1,"Jako dobra hrana , lignje sa zara su vrhunske . . . Palacinke su ok ali mogle bi biti daleko bolje"
1,"Kutija s Chicken peanuts pravo iznenađenje - quesadille , piletina u umaku od kikirikija i mex riža koja mi je bila prefina , a porcija ogromna ! Jako fino spremljeno , ukusno i vrlo bogato.Brancin sa žara i krumpir salata - odlični ! ( samo da je malo manje češnjaka , bilo bi još bolje ! )"
1,"Tacosi ' ' Gablec 26 ' ' odlično , prvi put da sam jeo nešto takvo , eskeprimentirao i zadovoljan sam ."
1,odlicni pileci raznjici sa povrcem : D
1,"brza dostava , jelo fino i bogato"
0,"Prestrasno . rijeci su suvisne . Lasagne su kupljene smrznute i onda prepecene i zaljepljene za kalup od alu folije . I još uz to su bile zgnjecene tako da je dio lazanja iscurio van.Palacinke - gratis . . . Super su , ali inace nisam bas veliki obozavatelj zagorenih palačinki s marmeladom od paljevine ."
1,"jučer sam naručio pizze special i vesuvio . . stiglo je brzo i na vrijeme . . pizza special je super , gurmanska . . dostavljač vrlo simpatičan gospon . . od mene sve pohvale !"
0,"Prošlo je 2 sata . Molila bi vas da mi donesete jelo , jer zatvarate u 23 h , što bi značilo za 20 minuta . Ako niste u mogučnosti dostaviti trebate javit ."
1,"njoki goli kuhar nešto jako jako fino ; ) konačno poštena , brza i fina dostava u kvartu.i veliki plus za palačinke ; ) ) ) ) ) ) )"
1,"Pisalo je da je dostava za 40 min , a klopa je stigla za 25 ! : - ) Picante pizza je bila još vruća i taman pečena kako treba , a Flautas de pollo ukusni i sa finim umakom . Dakle sve štima , a klopa i restač su za preporuku ."
0,"nakon sat i pol dolaze & amp ; quot ; lignje sa zara & amp ; quot ; koje su vise kuhane nego pecene , okus gume i nailazim na neociscene dijelove ( iznutrice lignje ) . . ."
1,Pohani sir i šampinjoni na žaru su odličniiiiiiiiii ! Dostava kasno navečer stigla i prije vremena . Super !
1,Ok pizza i vrlo brza dostava .
1,"Odlična pizza , fino tijesto i dostava na vrijeme . . . i super što radi kasno navečer . Nemojte ništa mijenjati : - )"
0,"OK , imate li bolji prijedlog za semantiku recenice ? Kako biste vi okarakterizirali komad lignje u & amp ; quot ; mesnom meniju & amp ; quot ; , kojega ne jedete inace i kojeg zasigurno niste ocekivali ? Preformulirat cu : hvala vam sto ste mi izazvali vjetrove iz zeluca i refleks za izbacivanjem iz tijela polu - probavljene hrane . Epitet & amp ; quot ; odvratno & amp ; quot ; nije nimalo pretjeran , 40 kuna za smrznuti pomfrit i smrznute & amp ; quot ; pljeskavice & amp ; quot ; , oboje od poznatih proizvodjaca , je van svake pameti , korektnog odnosa prema musteriji i tako dalje . Nije mi zao 10kn vise koje sam dao dostavljacu za ulozeni trud , po ovakvoj vrucini i itd , ali sve u svemu , ovo je jadno i bezobrazno.Vasem portalu pogotovo upucujem kritiku , zbog bezobrazne i fasisticke cenzure ; ja nisam napisao niti jednu vulgarnu rijec , nego sam samo dao opis pravog stanja stvari . Ako mislite da mozete preformulirati moj originalni komentar , samo izvolite , ali neka ostane istoznacajan ."
1,"Brzo , fino , toplo , fino , fiiiinoooo ! Uvijek ista narudžba i svaki puta sve veće zadovoljstvo !"
1,"super klopa , super pizza , brza dostava svaka cast i ljubazni dostavljaci"
1,pizza uvijek super . .
1,Odlični ste ! : )
1,"jela super , cijene dobre , makar da smanjite meksička jela za 10 kn svaki dan bi naručivao . 1 zamjerka : daj nabavite onaj mali stolić kaj se stavi na pizzu sta imaju u rubelju , da se ne sljepi sa gornjim dijelom kutije , svaki put mi dodje pizza sa filom zaljepljenom na kutiju , koma"
0,"* * * Prvo , hrana je kasnila SAT vremena ! Došla je skoro pa skroz hladna , porcije su male , niste poslali tartar s lignjama , krumpiri su premasni , nedovoljno pečeni i najbitnije hladni , hrana ima okus kao da je pržena u prestarom ulju ( pržene lignje ) . Palačinke su poseban slučaj , u sredini sirove na krajevima zagorene , orasima ni traga ni glasa a čokolade po palačinki čajna žličica - i sad ne pretjerujem.Gratis krafne su samo lažna obećanja ."
1,"Dostava vrlo često kasni u odnosu na najavljeno vrijeme , neki put i više od pola sata . S obzirom da je najavljeno vrijeme najčešće 1h , neki put se zna čekati i po 1,5h . Neki put se dogodi da fali dio pribora za jelo , npr . uz varivo ne dođu žlice i slično . Nekoliko puta se dogodilo da je uz jelo došao krivi prilog . Dogodilo se i da smo dobili krivo jelo ( iako je i to drugo bilo OK ) . Inače . klopa je odlična , dostavljači ljubazni , cijene umjerene . glede gornjih komentara , malo više profesionalnosti ne bi škodilo ."
1,"Naručila sam piletinu s bambusom i kineskim gljivama + riža , oduševljena sam omjerom sastojaka i okusom . Sviđa mi se što jela nisu prezačinjena.Riža je isto bila super , fino paše uz ovu piletinu i umak.Dostavljači su ljubazni i simpa ! Samo nastavite dalje s finom kuhinjom , 5 +"
1,"Kad narucujem lignje nema previse razmisljanja . . Pizzeria 6 ima definitivno najbolje lignje u gradu i jako brzu dostavu . Za 20min su lignje vec bile na mom stolu : ) Velike porcije , puno tartara i jako fino . . . Mozda su im u restoranu mrvicuuu bolje ali sve u svemu . . Cista petica : )"
1,Jako dobro ! ! !
1,"Zivio sam u Americi , i reko da bas probam PHILLY STEAK . . . moram priznat da je ODLICAN ! samo jos malo sira unutra i to je to . Dostava brza i ljubazna . Sve za 10 !"
0,"naručio sam rižoto od povrća i piše da sam trebao dobiti 2 palaćinke , a palaćinkama ni traga ."
1,"Brza dostava i super klopa . No stiglo je bez seta za jelo , sva sreća da imamo u firmi , inače bi bila jedna zvjezdica ."
0,"Hrana je naručena u 11 : 45 h , a okvirno vrijeme dostave bilo je 50 minuta.U 14 : 00 h hrane još uvijek nema . Na telefone za kontakt se nitko ne javlja.Vrlo neprofesionalno . Ocjena 0 ."
1,"Dostavaje došla na vrijeme . Hrana je u brandiranom pakiranju . Philly steak je fenomenalan , sočan , ukusan i ne zaostaje s onim što sam ga jeo u USA . Pomfrit jako dobar i velika porcija . Sve u svemu najeo sam se i sigurno ću naručiti ponovno ! Za preporuku !"
0,"cekali smo sat i pol , pizza je hladna , dostavljac nas je htio spalit za 2kn.i jos nismo dobili pomfri koji smo platili.al smo na vrijeme zaustavili dostavljaca i uzeli od njega 10kn ."
1,"Meksička jela su im zakon . Probao sam sva koja nude i meni su vrlo ukusna , a i porcije su dosta velike.Internet dostava mi je svaki put došla prije naznačenog vremena . U svakom slučaju 6 / 6 !"
1,Super su brzi i hrana je odlična
1,"Narucili smo chimichanga suiza i pomes , došlo na vrijeme , velike porcije , ukusno , za svaku pohvalu ."
1,"Nije bezveze ovako visoka ocijena ovog restorana , više puta sam naručivao i svaki put prezadovoljan , hrana savršena !"
1,"narucio pizzu slavoniju specijal , bila je ukusna , no pršut se ne smije peći na pizzi , nego se stavi na pizzu kad je pecena ."
1,cevapi odlicni 10 komada 30 kuna . lipi sočni . doslo nakon malo vise od pola sata .
1,"par puta sam naručio i moran reć da je predobro , palačinke savršene , došlo prije vremena , dostavljač ljubazan : )"
0,"U jelovniku za pizzu s tunom lijepo piše da nema luka , no međutim u pizzi brdo luka !"
1,"odlična hrana , porcije su sasvim dovoljne da se fino najedete . . . na vrijeme dostavljeno , sve super"
1,"Ja ne kužim kako ovako dobar restoran može tako polarizirati ljude.Znaju imati malih problema s dostavom , al novi su . . . uhodat će se . Sve i da ne , kuhinja ih iskupljuje.A kuhinja je - meni - naprosto odlična . Vrlo daleko od tipične začinjene i suhe konfekcijske hrane koje se na pol bojim . Jak & amp ; quot ; od doma & amp ; quot ; štih - samo gledajući restani krumpir , zamišljam da ga radi netko tko voli kuhati.Jedan od najboljih na sajtu , nema greške ."
1,"Pizza odlična ! Dostava na vrijeme , a dostavljač simpa . pola zvjezdice manje da se ne pokvare ; )"
1,"živim velikoj blizini , pa inače često svraćam u Vugleca i znam dobre i manje dobre strane njihove ponude . Sve u svemu , pljeskavica je tamo zakon , a i palačinke - samo kako podnose dostavu na dalje adrese . Otkako imamo dostavu od vugleca , sve stiže na stol još vruće : ) Što se tiče danas , sve je ok - osim što sam naručila juhu od rajčica , a dobila sam teleću . sljedeći put , molim ispravite.srdačno"
0,"narucila slavonsku pizzu , dosla na vrijeme ali necu vise narucivat jer je donji dio bio zagoren i bila je polu hladna . . sto bi se reklo mlaka . . tjesto na rubovima preslano . . ocekivala sam nesto bolje . . totalno razocarenje : ("
1,"Savršeno vrući obroci , prefini , mekani , sočni , dostava je došla za 20 minuta . . preporučamo svakako : D"
1,super
1,"Lazanje super , svi sastojci na mjestu . Dostava je uranila desetak minuta : )"
0,Hrana kasnila 50 minuta . došla hladna pa sam je odbio uzeti.Nikad više od njih . Iako imate odličan Gyros .
1,"Jako obilno , povoljno i fino.Gyros veličine pizze , pommes kao dva iz drugih cateringa . Za 40 kn obrok za dvoje ; )"
1,Gambijan Piletina sa rižom je bila super : ) Nadam se da cete zadrzati kvalitetu !
1,"S Vuglecom imam dobro iskustvo . Preporucam bilo sta s roštilja . NO MALO SU DEKONCENTRIRANI . DANAS SU MI ZABORAVILI POMFRIT , prije par dana je isto bilo nesto ."
1,"njam , njam = ) ) )"
1,Zagrebachki za svaku pohvalu . Brza dostava .
1,Odličan omjer cijene i kvalitete !
1,"Evo , baš sam završil sa večerom , naručil sam si sendvič sa pečenom piletinom i zatražil sam zelenu salatu , rajčicu i malo tartar umaka da ne curi van ( točno tak sam napisal : ) ) i pokraj još sezonsku salatu . Dojam : vrhunski . Baš fina klopa , sendvič ogroman ( a ja zbilja mogu pojesti puno ) , salata friška , možda relativno mala . Preporučam"
1,Definitivno najbolji Catering za sve ! Vec godinama narucujem i uvijek sve odlično . Dostava uvijek dodje prije nego sto najave . I nikada nisam ostao gladan : D Takodjer odma svima preporuka za pizzu koju sam sastavim jer je odlična QUATRO FORMAGIO + kulen
0,Čekam preko sat i pol i nitko se nije ni udostojio da mi javi da će kasnit ! vrlo profesionalno !
1,"Naručio par jela s glavnog menia , hrana dosta dobra , pogotovo pašta i meso , porcije solidne"
1,"Super ideja i izvedba ! Naručio slavonsku s 4 vrste mesa , i baš je dobra"
1,"Wild west steak - super komad mesine na žaru , veliki pomfrit i još extra čili grah . . . Milina ! Bravo dečki ( i cure ) , Westfood rules ! ! !"
1,"Svaki put stiže i prije nego je navedeno . Upravo je stiglo 15 min prije nego je najavljeno na Pauzi . Cijene ok , sve pizze dobre , a posebice je dobar izbor dodataka na pizze . Preporučam dodatak & amp ; quot ; vrhnje & amp ; quot ; ."
0,"pirjani rezanci sa tri vrste mesa : tragikomično , s naglaskom na tragi . pokušavam pronaći nešto pozitivno za reći , ali mi ne polazi za rukom . toplo ne preporučam ."
0,Hmm . . . pizza je dosla na vrijeme ali je jako siromasna i fali joj pola sastojaka . . . smrc
1,"Kako je ovo bio super obrok ! Dakle , najprije jedna slana palačinka ( Piletina ) - velika super sočna . Nakon toga dvije slatke palačinke ( Crno - Bijela ) , jedna s bijelom čokoladom , druga s crnom čokoladom . Prefino . . . Svaka vam čast !"
1,"Becki odrezak dosao na vrijeme i sve doslo uz jelo kako i pise ( palacinka . . . ) , samo prilog / pomfrit nije bas bio ukusan ."
1,"Pileći naravni sa kuhanim krumpirom i zelje salata = 35,00 kuna ( odlična cijena , odlična hrana i brza dostava ) svaka čast ! ! ! !"
1,Izvrsno i obilato
0,"okvirno vrijeme dostave 50min , hrana kasnila pola sata , sto uopce nije toliko strasno , s obzirom da zna stici s vecim kasnjenjem . narucene lazanje dalmatino , uzasno mi je zao sto o hrani moram ovako , ali okus je * * * . . . i lazanje su tako prazne , znaci kada sam ih zarezala , splasnule su do pola zdjelice , tijesto u tragovima , jos uz to su zagorene . krafne naravno nema , ni to nije prvi puta . definitvno odustajem od strossmayera ."
0,"danas naručil pizzu s 4 vrste sira , definitivno ne vrijedi 40 kuna , 25 maksimalno . Vrlo mala , premalo sira , 3 - 4 cm od ruba pizze nema ni paradajza ni sira ."
1,jučer smo naručili : - pizza lele : 5 / 6 - salata s repovima gambera i sezamom : 4.5 / 6 - brancin : 5 / 6 - pekarski krumpir : 3 / 6
0,Piše da vam je vrijeme dostave 15 - 45min . Obavijestili ste me tek po primljenoj narudžbi da dolazite za sat vremena . Pizze ste zatim dostavili nakon 80min ! Hvala na ničemu !
1,ok
1,"doslo za pola sata , po ovom vremenu ! okvirno vrijeme dostave 50 min . . piletina sa bambusom i gljivama odlična !"
1,"Kao i obično , Vuglec rastura . Zasigurno najbolja domaća hrana u istočnom dijelu Zagreba ."
1,"Za te novce premala pizza , ukusna , dostava 30 min remiza"
1,"expresna dostava , obilna porcija i ukusna hrana"
0,"narucio u 11 : 11 dobio u 13 : 02 ( rekli okvirno vrijeme 1 : 00 sat ) a živim 400 m od njih.pileći zagrebacki ( prolaz ali nije dobro ) a krupir sirov nikad visepileći zagrebački:komad izgleda velik , sav puca od pretrpane salame , koja je * * * , vjerojatno neki k - plus ili standard ( od pilećih vratova ) , užas , eto ovo je moje najgore šta sam narucio ikad . . a vi koji pricate da je to fino neznate cjenit hranu ili neznate kuhat"
1,"Calzone OK , ne vrhunska , al sasvim jestiva . Ugodno me iznenadili dostavom 15 min prije roka : - )"
1,"odlicne pizze , mozda najbolji calzone ikad . : )"
1,"Pizza pikante odlicna . 99 % stiže na vrijeme , ako zakasne iznimno ljubazni dostavljac se uvijek isprica . Vjerojatno meni najbolja pizzerija na pauzi ."
1,"Godinama jedem u dvojci , i narucujem dostavu medjutim prvi put koristim pauzu , pa eto , da se cuje i od mene glas : ) Kad god jedem u restoranu posluga je super , hrana je odlicna , dostava je uvijek na vrijeme , dostavljaci su super i uvijek se stignu i nasaliti , i totalno nemam zamjerke ! Samo nastavite tako !"
1,"Vrlo ukusno i na vrijeme ( dapače , dostavili su čak i malo ranije ) ."
1,"Često naručujem , uvijek dođu za točno vremena koliko i piše , klopa standardno odlična . Mislim da su čak počeli stavljati više kineskih gljiva u porciju , što je za svaku pohvalu ."
1,"e , ovo je tak dobro bilo kaj se bum z balkona hitil od uzbuđenja !"
1,"Stigla na vrijeme , fina , topla , extra ukusna . Super ! !"
0,"NARUČIOPIZZA UNGHERESErajčica , sir , šunka , špeka dobio pizzu s svime.rajčica , sir ( nevidim ga ) , šunka , špek , luk , paprika , feferoni i jaje"
1,Hrana uvijek na vrijeme i vrlo ukusnaDostavljac susretljiv i nikad ne pravi probleme ako se plati vecom novcanicom
1,"slane palacinke sa sirom i vrhnjem , nesto naj naj . . dosle su vruce i jaaaako ukusneee"
0,naručila sam bijelu pizzu i došla je na vrijeme ali je doslovno plivala u ulju i imala je previše češnjaka
0,rekli su za sat a kasni 20 minuta pa sad neznam u cemu je problem . . . . nadam se da ce doc jer nisam bas neki kuhar tako da : P
0,"kasnili 40 minuta sa dostavom . blitva nedovoljno kuhana , njoke preslane , zagrebački je mogao biti i bolji , također malo sirov . najbolji dio narudžbe pogačice , ostalo - razočarenje ."
1,"Cevapi stvarno izvrsni , fina lepinja , luk , i jos uz to domaci kroketi , sve toplo , svaka cast . Dostava na Tresnjevku stigla jos i 20 minuta ranije"
1,"Odlični ćevapi s lukom , i lepinja . . jesam omastio brke : ) )"
1,"pisalo mi je da ce doci za 1 h , stigli su za 20 min : ) jako fina hrana . pohvale !"
0,"naručila sam pizzu u 19h . rekli su da je vrijeme dostave 40 min . sada je 22h , a nitko nije nazvao niti se pojavio . jako loše ."
1,"Najbolja i najpovoljnija kineska dostava u Zagrebu ! Ljubazni , brzi i fini & amp ; lt ; 3 Prvi put je dostava malo kasnila , ali su se ispričali i priložili čokoladni mousse uz slijedeću narudžbu ! Preporuka !"
1,"Nakon sto mi je prosli put zbog vremenskih ( ne ) prilika otkazana narudzba par minuta prije nego je trebala stici i kao isprika ponudjen besplatan desert pri iducoj narudzbi danas je narudzba stigla ali samo ono sto sam narucila.Hrana je stigla topla , jelo obilno i ukusno , da je stigao i obecani desert od mene bi dobili maksimalnu ocjenu ."
0,"Upravo sam primjetio , jeduci , da se u pomfritu nalazio komadic przene lignje . Hvala kaj ste mi izazvali * * * * - . - Vise ne narucujem nis od vas , hvala na suradnji . * * * *"
0,"Inače je sve iz Groša vrlo pristojno , ali sada mi je došao sirov zagrebački i to baš dosta sirov . Nije za jelo ."
1,"pizza došla 15 min ranije , došla je vruća . . . . i uhhhhh koja pizza , u zadnjih godinu dana sigurno bolju nisam pojeo"
0,"Dakle , naručila sam svoju tjesteninu u 21.55 . Sada , nakon sat i pol čekanja još uvijek je nema , restoran je već odavno zatvoren , a mene nitko nije obavijestio da narudžba neće biti izvršena . Sramota !"
1,ma najbolji ste ! : ) ) )
1,Brzina dostave 5 + ; stigla 30min prije & amp ; quot ; obećanog & amp ; quot ; . Klopa 5 + ; sve sa & amp ; quot ; napomena & amp ; quot ; ispoštovano . . . : ) I taman poklopano : )
1,Sve pohvale : D . Naručila sam vegeterijansku i pizza je pree pree ukusna . Došla je topla sa puno sira i povrća i prije vrimena .
1,"Točna dostava , čak i po snijegu . Pizza prefina , Svakako preporučam !"
0,"Jelo je naručeno u 23 : 20 , sad je 1 : 21 i još ništa a sumnjam da će išta i stići jer rade do 1 . iskreno se nadam da mi dostava neće doći sutra ujutro ."
1,Naručio SLAVONSKA SPECIAL PIZZA . Oduševljen ! Najbolja pizza na pauzi !
1,"Testni subjekt : chimichanga de pollo.Hrana odlicna , svjeze i vrlo ukusno . Porcija je nadasve obilna , komplimentarna palacinka je bila vrlo ugodno iznenadjenje . Dostava vrlo brza ( 20min ) , no tesko je biti subjektivan po tom pitanju s obzirom da sam u susjednoj ulici . : ) Toplo preporucam ."
1,pileci raznjici sa povrcem odlicni kao uvijek
1,Bomba ! ! !
1,taquitos con pollo su stvarno vrh !
1,"Odličan sendvič s kulenom i malo hladna , ali svjedno ukusna , miješana pizza ."
1,"Dostava na vrijeme , meksička hrana je ukusna - porcija obilna ( Flautas de pollo ) , pizza je super + cijena je super , u napomeni ako je išta bilo navedeno je i napravljeno"
1,Pizza došla topla i prije vremena i bila je o - dli - čna ! Svaka čast ! A bome i trebalo je ispeći i dostaviti pizzu za 20 min ! Topla preporuka !
1,odličan roštilj : ) dostava točna . . . najeli se ko bog
1,Pureci becki je odlican
1,"Naručio svinjski odrezak u umaku od tartufa , krokete , pohane palačinke punjene šunom i sirom . Svako od jela je pravi gastronomski doživljaj , sve pohvale kuharima . Odrezak mekan i podatan , kroketi besprijekorni , umak prefin . Palačinke mrvicu premasne , tartar domaći . Dostava prije navedenog roka . Dakle , najviša ocjena !"
1,"Opet odlicna pizza . Stigla je vruca , na vrijeme i napravili ste kako je u napomeni : )"
