2014-09-24 06:50:18	neutral	PerVassbotn	@CSpange @Aftenposten @erna_solberg Sannsynlige grunner: ingen, heller ikke de 120, venter resultater. Og Kina og USA uteblir. Neste gang...
2014-09-24 04:04:40	neutral	markzachary98	Solberg: En historisk avtale: Statsminister Erna Solberg (H) hyller en felles avtale om regnskogbevari... http://t.co/iAuR6i3yk3 #Bergen
2014-09-24 03:48:09	neutral	news24hnor	Solberg: En historisk avtale: Statsminister Erna Solberg (H) hyller en felles avtale om regnskogbevaring og sk... http://t.co/ooQE0OGrmo
2014-09-23 23:21:52	positive	SVHeikki	@ZagraZnjaZagra NTB var litt kjappe;) @erna_solberg
2014-09-24 08:17:21	neutral	news24hnor	- En historisk avtale: KLIMAMØTE: Statsminister Erna Solberg (H) hyller en felles avtale om regnskogbevaring o... http://t.co/HWI5YWaD4z
2014-09-24 07:21:44	negative	Nina_Jensen	Hvor ble det av den lovede ledertrøya, @erna_solberg og @TSundtoft? Dette var stusselige greier http://t.co/K1Eqy7fK9f
2014-09-24 06:12:31	neutral	LenaChristine_	@ElinJoval @konservativ @erna_solberg  det Elin sa! Jeg vil ha mer tid til å være sammen med elevene.
2014-09-24 05:45:10	positive	ElinJoval	Skulle ønske @konservativ og @erna_solberg hjalp til å styrke lærernes status. Vi er gode! Vi trenger tid til å gjøre jobben vår bedre!
2014-09-24 05:12:28	negative	FrokenYhr	En ekte Nav-historie. Heksejakt av Norges største maktinstans! - http://t.co/6qulakOLa8 @NAVnorge @erna_solberg
2014-09-24 04:58:34	neutral	CSpange	Med et lite unntak for @Aftenposten som melder om lunken mottagelse av @erna_solberg tale  #forrigetweet   Klima får ikke fokus. Nå. Heller
2014-09-24 04:04:53	neutral	WorldNetTimes	Solberg: En historisk avtale: Statsminister Erna Solberg (H) hyller en felles avtale… http://t.co/vXW9DD9piA #Bergen
2014-09-23 22:17:58	neutral	ZagraZnjaZagra	@SVHeikki @erna_solberg 6,3 mrd hvis man følger dollarkursen.
2014-09-23 22:04:38	neutral	IvarVigdenes	Kunne ref hva andre lands repr mente om talen til @erna_solberg også. Uten å ha lest den vil jeg tro de var positiv.. http://t.co/XwDt9PTglI
2014-09-23 21:58:39	negative	SVHeikki	Lett å snakke om hva verden bør gjøre for å kutte utslipp. Åpenbart enklere for @erna_solberg, enn å snakke om hva hun skal gjør i Norge.
2014-09-23 21:27:00	neutral	booooops	@erna_solberg Ikkje gløym dei! @borgebrende http://t.co/P0RMHDH5hV
2014-09-23 21:23:49	neutral	brdsyrstad	@SVHeikki Du mener vel egentlig Det grønne klimafondet? Har du link til hva deltakerlandene bidrar med? @SunnivaBjerkaas @erna_solberg
2014-09-23 21:10:27	negative	DanielHanSelv	En femåring forstår at krig er teit, det gjør ikke @erna_solberg
2014-09-23 21:09:42	neutral	SVHeikki	@SunnivaBjerkaas http://t.co/i8pjSKlThM Rike land lovet 100 milliarder dollar årlig i klimamidler til utviklingsland fra 2020.@erna_solberg
2014-09-23 20:53:29	positive	MrKlunde	OK innlegg fra @erna_solberg om klimafinansiering nå, men uforståelig at ikke Slyngstad/NBIM er på plass med klare ambisjoner. @zeronorge
2014-09-23 20:42:10	neutral	SVHeikki	@SunnivaBjerkaas Sorry. "Grønne fondet" - klimatiltak i utviklingsland. @erna_solberg
2014-09-23 20:40:44	neutral	SVHeikki	Paradoks på #klimatoppmøte. @erna_solberg i panel som snakker om å vri til grønne investeringer.Selv er for oljefondets fossilinvesteringer.
2014-09-23 20:28:15	neutral	SunnivaBjerkaas	.@SVHeikki @erna_solberg Hva er "grønt fond for utviklingstiltak i utviklingsland"?
2014-09-28 09:12:20	neutral	WorldNetTimes	Erna vil ikke til månen: CO2-lagring kan bli Nordsjøens neste industrieventyr. Denne… http://t.co/3Wuek8P4Ao #Bergen
2014-09-28 09:12:09	neutral	JarleHeitmann	@jasnoen det @erna_solberg og @jonasgahrstore risikere med nei-overkjørsel, er at "milliardsluk" er hva de vil bli husket for... #oslo2022
2014-09-28 09:12:08	neutral	markzachary98	Erna vil ikke til månen: CO2-lagring kan bli Nordsjøens neste industrieventyr. Denne sjansen må Erna S... http://t.co/Kg0hv9prdf #Bergen
2014-09-28 09:01:51	neutral	ArindF	@SammyTheRabbit @ErikMolland Det er kanskje derfor det annonseres? @jantoresanner @erna_solberg
2014-09-28 08:59:14	neutral	JohnOEgeland	@jasnoen @MortenMyksvoll Du har helt rett. Likheten med EU-kampene i 72 og 94 er slående. Det bør bekymre både Erna og Jonas.
2014-09-28 08:54:52	negative	SammyTheRabbit	Ønsker egentlig Regjeringen at noen skal søke på jobb i departementene @jantoresanner @erna_solberg ? http://t.co/O0CnV43QKL
2014-09-28 08:37:16	negative	HelenMNetland	Taler om fattigdom i USA. Hva m de fattige her i landet? Hører ikke mye om det. @erna_solberg  @Venstre @SVHeikki  @KrFNorge
2014-09-28 08:00:07	positive	JorgenLjones	@GeirOPedersen @erna_solberg @GaviAlliance @GlblCtzn  Er imponert over påvirkningskraften til UH @EirikMofoss  @GamleGraa! Godt jobba!
2014-09-28 07:53:33	negative	StaleLJ	Dersom @Hoyre og regjeringen går inn for #Oslo2022 mister dere min stemme i 2015 og 2017. Håper da også flere gjør det samme @erna_solberg
2014-09-27 21:23:00	neutral	KapteinKnut	Fengselsdirektøren fikk kongens fortjenestemedalje. #Respekt @AndersAnundsen @erna_solberg  @Fengselsbetjent http://t.co/C2c8N7el2k
2014-09-27 21:19:46	neutral	EspenIversen	@jensstoltenberg Den der skal @erna_solberg jobbe bra med å toppe. @eivindtraedal @vafelhektor
2014-09-27 21:13:04	negative	psykologisk	@erna_solberg Faten Mahdi Al-Hussaini tror på avkapping av hender samt dødsstraff for utroskap. Hvorfor omfavner du hennes meninger slik?
2014-09-27 20:13:30	positive	arnenorlund	"Mye vil ha mer" og mer til rikdom og velstand. Fattigdomspolitikk på øverste hylle. Stå på @erna_solberg @Siv_Jensen_FrP
2014-09-27 19:15:25	neutral	kransizzle	Tar med mæ @erna_solberg @karolinevoje @Ajvoje og dra til Central Park på #GlobalCitizenFestival
2014-09-27 18:38:07	neutral	GunnMPie	Ang amnesti gjaldt dette kun 140 av 750 lengeværende barn. “@MonaBentzen: Mohammad - med livet på vent http://t.co/m1eRXDzHkx” @erna_solberg
2014-09-27 17:24:38	negative	tonjesolbergcom	Nå er det på høy tid med #Dyrepoliti når katter blir torturert/drept med gaffel!!! - http://t.co/Bp0jlcN7TU @erna_solberg #samfunnsproblem
2014-09-27 16:57:57	neutral	bavalde	Søkehistorikk til @mikkelgruner   * teite Erna &amp; dum * snille muslimer som ikke halshugger * enda kulere T-shirts m Che * offentlige guder
2014-09-27 16:51:49	negative	ArntSteier	@erna_solberg Kjære fru Solberg.Det er en alvorlig handling hvis politikerne går mot folkets vilje i Oslo-OL.Mistillit fremmer ikke gjenvalg
2014-09-27 16:47:29	neutral	willJens	Dette er de viktigste yrkene - NRK http://t.co/ewBE1EkXap årslønn sykepleier 400.000, statsm @erna_solberg 1,5 mill, VG-red @torryp 6.5 mill
2014-09-27 15:39:54	negative	Natteramnoslo	@Morten_Nico @erna_solberg  Vart ingen løysing i München. Vart ei løysing i 1945.  Kan ikkje løyse problema med å støtte opp om folkemord.
2014-09-27 15:31:25	neutral	HansFo	Eskil Pedersen: - Eksotisk at en Ap-leder har stemt Høyre http://t.co/vsVP7J1fJh Kansje han fortsatt stemmer på Erna i sjul.. hehe
2014-09-27 15:26:53	neutral	Homsegutta	Neivel? Men du ser heller ingen elefanter, dildoer og ihvertfall ingen @erna_solberg . For en overskrift http://t.co/qEDWHVaY6T
2014-09-27 15:12:50	negative	treetvedelva	@erna_solberg Men det er ikke homofobi når man mener at Homofili er galt!  Det har vi lov til å mene og det er INGEN homofobi!!!!
2014-09-27 14:55:04	positive	Morten_Nico	@erna_solberg HeHe he. Godt svar! Det er vel derfor du er statsminister :-) @Natteramnoslo
2014-09-27 08:59:12	negative	Brgals	Skuffende av @hoyre og @erna_solberg som suller bort troverdighet og ansvar i et dekadent #ol2022
2014-09-27 08:52:45	negative	geirpo	@CHKrey FrP de neste årene: Her får vi ikke bygget vei - men det er fordi H ville ha OL  @erna_solberg
2014-09-27 08:45:28	neutral	AstridIren	@erna_solberg ikke det nei.  Takk for laget.
2014-09-27 08:33:35	negative	CHKrey	@geirpo Hvis OL blir en realitet OG Frp fortsetter i regjering, så skal det blir meg et merkelig politisk klima videre.... @erna_solberg
2014-09-27 08:31:44	neutral	geirpo	@CHKrey Ser heller ikke at FrP kan bøye av. Og en dissens må jo aksepteres av @erna_solberg #oslo2022
2014-09-26 22:16:09	negative	orjanoi	@Fbnet_Jan @erna_solberg: @RaymondJohansen har prøvd å stoppe kjeften (skrivingen) til en som han ikke liker meningene til,ved å anmelde han
2014-09-26 22:11:20	neutral	orjanoi	@RaymondJohansen må kanskje forlate politikken siden han har anmeldt en med en annen politisk mening enn han selv. @Fbnet_Jan @erna_solberg
2014-09-26 22:04:52	negative	orjanoi	@jensstoltenberg @jonasgahrstore @Fbnet_Jan @erna_solberg @Siv_Jensen_FrP: Hva skal aksjesalget være godt for når Norge har masse penger?
2014-09-26 22:03:07	negative	orjanoi	@jensstoltenberg @jonasgahrstore @Fbnet_Jan @erna_solberg @Siv_Jensen_FrP: Nei til aksjesalg av lønnsomme statseide bedrifter som Statoil!
2014-09-26 22:00:46	neutral	orjanoi	@jensstoltenberg @jonasgahrstore @Fbnet_Jan @erna_solberg @Siv_Jensen_FrP: Regjeringen vil selge statlige bedrifter som Ap har bygget opp.
2014-09-26 21:58:31	positive	ArildLarsen1	@OrjanArveSunde @reflekSiv @erna_solberg @konservativ Vi lever i håpet!
2014-09-26 21:54:32	neutral	orjanoi	@Fbnet_Jan @AndersAnundsen @erna_solberg: hvem som har anmeldt meg.
2014-09-26 21:44:18	neutral	Fbnet_Jan	@orjanoi Anmeldelsen er ikke falsk, er innlevert etter alle lovens bokstaver helt korrekt. @AndersAnundsen @erna_solberg
2014-09-26 21:34:35	neutral	Frietanker	@erna_solberg Stod å lese i Dagbladet i dag. Albumene slippes på markedet på tirsdag. Overskrift: Deilig dobbel dose. Vet du er fan :-)
2014-09-28 14:09:54	neutral	CecilieBedsvaag	@oskuls @sponsorconsult @erna_solberg @jonasgahrstore Forskjellen vil merkes på planovergang i Vinderen- og Slemdalkryssene m.m. #Oslo2022
2014-09-28 14:09:43	neutral	krohntraaseth	@JornRiise men, det har vel vært relativt opplagt og kjent hvordan beslutningsstrukturen er rundt slike saker i Norge? @Hoyre @erna_solberg
2014-09-28 14:06:56	negative	JornRiise	@krohntraaseth @Hoyre har endret kravet for å si ja. I vår sa @erna_solberg at det måtte være flertall i folket, nå er stortingsflertall nok
2014-09-28 13:34:13	negative	JonnyHansen8	@erna_solberg Nei til OL!! Ikke ødelegg demokratiet ved å presse igjennom ett OL folk flest ikke vil ha.
2014-09-28 13:13:01	neutral	oskuls	@sponsorconsult @erna_solberg @jonasgahrstore Tror sant å si at du ikke merker noen forskjell i lommeboka
2014-09-28 13:08:20	negative	staalec	re sist tweet @erna_solberg @ThorhildWidvey vi er kloke nok til å velge hvem som skal styre landet, men vi vet ikke vårt eget beste ang OL ?
2014-09-28 13:05:20	negative	staalec	Når det er Fylkes- og Stortingsvalg bryr @erna_solberg og @ThorhildWidvey seg  om folkets mening. Hvorfor ignorere oss ang Oslo OL 2022???
2014-09-28 13:04:51	negative	BeritRekve	@sponsorconsult Ja, vi se jo alt tendensane i Oslo-budsjettet som kom denne veka. Trist. @erna_solberg @jonasgahrstore
2014-09-28 12:55:14	negative	sponsorconsult	Hvis @erna_solberg og eller @jonasgahrstore går for #Oslo2022 skal det bli spennende å se hva vi IKKE kan ta oss råd til de neste tiåra.
2014-09-28 15:10:40	neutral	NyhetsIeser	Solberg skrev historie med ny VM-bragd – 11 år etter – Aftenposten http://t.co/lA72Lwe4TC
2014-09-28 19:08:21	neutral	NyhetsIeser	Solberg får kritikk for sen ebola-respons – Vårt Land http://t.co/JWviHQg7Pq
2014-09-28 19:04:57	negative	trygve73	Hei @erna_solberg! Jeg har stemt H i 18 av 18 valg siden jeg fikk stemmerett. Det blir det slutt på om H gir statsgaranti til #OL2022.
2014-09-28 19:04:23	neutral	1001ptsNO	Hyllet Solberg etter finalesmell (bt.no) http://t.co/6oTh1xZVQc
2014-09-28 18:42:53	negative	SVHeikki	@HelenMNetland Når @erna_solberg sine store penger går til de mest velstående blir det større forskjeller og mindre igjen fattige.@KrFNorge
2014-09-28 18:20:35	neutral	Robotbutikken	Erna Solberg godkjenner #Roboprint. http://t.co/0Roly6JLOD
2014-09-28 18:20:01	neutral	fenilsen	@Glette Du er ikke alene, om det er noen trøst. @erna_solberg
2014-09-28 18:19:18	neutral	Glette	@fenilsen Listen over hva jeg ikke er kandidat til, begynner å bli lang... @erna_solberg
2014-09-28 18:18:15	negative	fenilsen	@Glette Du er klar over at du aldri blir kandidat til fredsprisen med slike uttalelser? @erna_solberg
2014-09-28 18:02:48	negative	ArneSeland	@klactoweed Erna Solberg går på popkonsert i kritiske situasjoner. Gondoleezza Rice prioriterte tid i skobutikk når USA var i krise.
2014-09-26 18:35:31	neutral	DanielHanSelv	Lurer på om @erna_solberg kommer til å kritisere Assad for å bruke kjemiske våpen på ISIS.
2014-09-26 17:54:11	neutral	Mr_Sorhoy	Attraktive studier gir automatisk høyere opptakskrav.. Dette burde være en kjent markedsmekanisme for Høyre @konservativ @erna_solberg
2014-09-26 17:24:46	positive	TorsteinTS	Så @erna_solberg tale på FNs generalforsamling i New York - god og tydelig tale om helse, likestilling, og miljø http://t.co/l82sX4fV2Q
2014-09-26 17:15:27	neutral	HThomter	@OrjanArveSunde @erna_solberg @konservativ er alltid lov å ønske.....
2014-09-26 17:06:41	negative	QayumZubair	@erna_solberg dette er Pakistans mest korrupte mann, 17 juni fikk han drept sine politiske fredelige motstandere, brukte korrupt politi.
2014-09-26 17:00:34	negative	orjanoi	@hegestorhaug @jonasgahrstore @RaymondJohansen @Siv_Jensen_FrP @erna_solberg: Å slippe inn tusenvis av innvandrere er også landssvik.
2014-09-26 16:37:33	neutral	lindishurum	@SolheimDAC Enig! hva gjør Norge @erna_solberg? @Regjeringen
2014-09-26 16:19:19	positive	JonFredrikHeen	@erna_solberg virkelig flott tale i FN's generalforsamling.
2014-09-26 15:54:59	positive	iGeirr	@krfu_hordaland Møtefri - kjør på. Ønsker dere en riktig god helg. @hordalandkrf @erna_solberg @KrFNorge http://t.co/0swXu7dBHT
2014-09-26 15:45:13	neutral	hasnainraza826	Erna Solberg på Twitter: "Mange bilaterale møter under FN, her med Pakistans smin Sharif. Tema:... http://t.co/FjhIl4QS4B
2014-09-26 15:29:29	positive	JanLindeberg	Daim med mint, veldig god sjokolade. Begrenset opplag :-( Unn deg noe godt i helga. #helgekos @erna_solberg #daim http://t.co/ycopS2t9NE
2014-09-26 15:24:44	neutral	krfu_hordaland	@kjellingolf snakker om #menneskehandel og tigging! Håper det kommer enda mer på Stortingets agenda fremover @erna_solberg @KAHareide
2014-09-26 14:17:36	negative	sana_s89	@erna_solberg Ikke bruk tid på han. 66/ 100 kvinner i Pak er analfabeter og 1 % av GDP blir brukt på helse, tenker han på landet? NEI!
2014-09-26 13:25:58	neutral	masterpitchNO	Pitch fra @ingriddrogstad om fremstilling av kvinnlige politikere: http://t.co/r7J0fWQ9HP Hva tenker du @erna_solberg? #masterpitchNO
2014-09-26 12:55:48	neutral	KyrreLind	Det kan bli aktuelt å sende flere norske helsearbeidere til de ebolaramma landene i Vest-Afrika, sier Erna Solberg. http://t.co/wb5eNj6ZMO
2014-09-26 12:30:45	negative	AqilOslo	@erna_solberg burde ikke møte korrupte Nawaz Sharif som er også siktet for drap på uskyldige personer.
2014-09-26 12:29:47	neutral	GunnMPie	36 born tvangsutsendt frå Norge http://t.co/rgCwHAo8WU @AndersAnundsen @erna_solberg @Trinesg @KAHareide @Siv_Jensen_FrP @ReddBarna @NOASorg
2014-09-26 11:44:06	negative	Iqra_Ejaz	@erna_solberg En korrupt morder er vel ikke en å inngå avtaler med.Bedre å vente til han erstattes m/ en ærlig leder! http://t.co/9fVXQjaEOU
2014-09-26 11:18:00	neutral	orjanoi	@jonasgahrstore @KToppe @Siv_Jensen_FrP @erna_solberg @BentHHoyre: Politikerne må ta grep angående kreft og ikke overlate det til legene.
2014-09-25 16:36:48	neutral	orjanoi	@AndersAnundsen @erna_solberg @Fbnet_Jan: Molbo-Norge: Politiet oppgir ikke hvem som har anmeldt deg når saken blir henlagt.
2014-09-25 14:42:22	neutral	mariusholm	Slik kan @erna_solberg få flere vann-, vind- og solkraftverk hun kan åpne i Afrika!  http://t.co/BjKoiJcTXB
2014-09-25 14:38:11	neutral	aatle_	@erna_solberg kan du forklare hvorfor dere går andre veien? http://t.co/v71oZaWB4U
2014-09-25 14:10:01	negative	Syrcorax	@erna_solberg Vi må ha dyrepoliti og strengere straffer for dyremishandlere! Har fått nok :'( Gjør noe, du har makt! http://t.co/UzdboEYar4
2014-09-25 14:06:59	positive	SatreBjorn	@erna_solberg takk for støtten. Bra med en regjering som bryr seg. Dette er stort for ikke bare norsk sykkelsport, men hele norsk idrett.
2014-09-25 13:55:28	positive	MonicaSydgard	Mer humanitær bistand må gå til utdanning for barn i krise og konflikt, sier @erna_solberg i FN. JA!
2014-09-25 13:11:20	neutral	orjanoi	@kldep @erna_solberg @TSundtoft @borgebrende: Det begynte vel å minke på olje i britisk sektor i Nordsjøen, så hun ville vel spare olje.
2014-09-25 12:51:26	neutral	Statsmin_kontor	Ny rapport om humanitær innsats med bidrag fra 38 globale ledere. @erna_solberg #UNGA #MDG http://t.co/onpzhd32vW
2014-09-25 12:50:55	neutral	brdsyrstad	@SVHeikki Folk? Jeg, f ex , er ikke skuffet. Vanskelig å vite hva er "riktig" sum. Forstår du ønsker å slå pol. mynt på dette. @erna_solberg
2014-09-25 07:31:54	negative	MeggeLise	@Oijans @Alf_Magne @BentHHoyre Ja, en giantisk skandale med mange unødvendige kreftofre. Må virkelig hurtigbehandles kjapt @erna_solberg!
2014-09-25 07:09:44	negative	SVHeikki	@brdsyrstad Det gjør jeg. Svært ulik rapportering. Har ikke sett noen total. Folk skuffet over svakt norsk bidrag. @erna_solberg
2014-09-25 06:35:06	negative	henrikvogt	Da @jonasgahrstore ville ta opp prinsipielle spm om olje/klima reduserte @erna_solberg det til lusent politikerspill. http://t.co/uVaqHhNmcd
2014-09-25 06:14:08	negative	reroll	Usedvanlig flaut for @erna_solberg @borgebrende og @frp_no at det må en enstemmig resolusjon til i Sikkerhetsrådet før de stanser islamister
2014-09-25 05:51:50	negative	_h3llfir3	Ny studie viser til at iqnivået til en generell stortingsrepresentant har sunket etter at Erna Solberg åpnet kjeften.
2014-09-25 05:34:38	neutral	christerfjell	Venter fortsatt på Erna Solberg effekten! #ghost #Casper
2014-09-24 23:05:59	positive	Janodden	@Ingeborgborg @HassanRouhani @David_Cameron @ex_muslim @borgebrende @erna_solberg GI ham litt slack. Han prøver ihvertfall. Ikke så lett.
2014-09-24 22:22:19	neutral	EilifAslaksen	"Sannsynligvis den beste same-ministeren vi har hatt er @erna_solberg" Ole Henrik #Magga i intervju med #riksarkivet
2014-09-24 21:43:30	neutral	Statsmin_kontor	Statsminister @erna_solberg holdt innlegg på på Global Education First Initiative. #UNGA69 #EducationFirst  http://t.co/7MhfpI8AvO
2014-09-24 21:41:15	neutral	ronneberg	Det er altså @erna_solberg, ikke @borgebrende, som holder Norges innlegg på toppmøtet i #UNSC. Skrev feil tidligere.
2014-09-24 21:40:21	neutral	ronneberg	.@erna_solberg nevner tre hovedutfordringer: 1)terror i Irak+ må bekjempes 2)tettere int.samarb. 3)radikalisering må bekjempes ute &amp; hjemme.
2014-09-24 20:54:53	neutral	bjorgulv	@jadaneida nei, du har rett i at Bergen egentlig ikke er Norge, men sålenge @erna_solberg er statsminister håper jeg dere gjør unntak ;-)
2014-09-24 20:51:28	neutral	frenchandmoland	@erna_solberg @borgebrende Håper inderlig dere tar opp min brors sak på #fntoppmøtet... Han trenger å komme hjem... #JoshuaFrench
2014-09-24 20:42:34	neutral	ArneSeland	@thorbjarnebore Erna Solberg må sette sine spor i klimapolitikken, går hun ut i ei myra blir hun sittende fast.
2014-09-24 20:36:32	neutral	Morten_Nico	@erna_solberg /6 Det er vårt moralske ansvar overfor de som bygger seg opp. Vi kan hjelpe med mer enn å slenge noen millioner etter de!
2014-09-24 20:36:12	negative	trudemy	@Nina_Jensen Å hjelpes, det må nok sterkere krefter til. Hvordan kan @erna_solberg @borgebrende og @TSundtoft bidra? @hoyre #forgottenforest
2014-09-24 20:35:15	negative	Morten_Nico	@erna_solberg /5 Vi har sånn sett ingen grunn til å tro, at andre nasjoner vil kunne klare det samme, uten betydelig hjelp og støtte...
2014-09-24 20:34:13	neutral	Morten_Nico	@erna_solberg /4 Som nasjon, så har vi vært avhengig av hjelp og støtte fra våre allierte, for å komme dit vi er i dag. Uten tvil! ...
2014-09-24 20:32:17	negative	Morten_Nico	@erna_solberg /3 Frihet og stabilitet kommer ikke av seg selv. Det har historien vist at vi må kjempe for. Kampen er tydeligvis ikke over...
2014-09-24 20:23:28	positive	Morten_Nico	@erna_solberg /2 Penger er ikke alt, og de kan aldri erstatte ekte engasjement. Pres. Obama har helt rett. Vi må alle brette opp ermene nå!
2014-09-24 20:21:07	negative	Morten_Nico	@erna_solberg Du, og regjeringen, kan ikke satse på å kjøpe oss ut av den krevende situasjonen verden er inne i. "It won't do". /1
2014-09-24 20:15:35	positive	Morten_Nico	@erna_solberg Utdanning er viktig, men dessverre bare en flyktig drøm for de som ikke opplever sikkerhet i sin hverdag. Det henger sammen!
2014-09-24 20:14:07	negative	Mannsperson	@erna_solberg Uten at gutta dreper IS, kan du se langt etter utdanning for jenter
2014-09-24 20:10:32	neutral	ramazanates123	@erna_solberg  Hjep syrienKURDERE Erna og støte med medikamente/Medisinmaterial http://t.co/uVLQl0H4R8
2014-09-24 20:07:28	negative	BASTIAN________	@erna_solberg bæsj bæsj bæsj tiss tiss tiss promp promp promp
2014-09-24 20:01:22	positive	BakkeMona	@erna_solberg Tusen takk :) Jeg er heldig, det er iallfall sikkert! #lærerliv
2014-09-24 19:51:10	positive	erna_solberg	@BakkeMona det må du være, gratulerer!
2014-09-24 19:49:31	neutral	EnRoligAften	Grønne penger gir grønn vekst: Erna Solberg kan sette spor etter seg i internasjonal klimapolitikk ved å la… http://t.co/NCzcARybQb
2014-09-24 19:46:06	negative	Natteramnoslo	@NorwayMFA @LailaBokhari @borgebrende @erna_solberg  Kvifor støtte til #Assad, Saudi, Iran og Bahrain ? Betre enn #ISIL ?
2014-09-24 19:38:49	positive	Utenriksdept	Viktig møte i #UNSC om #fremmedkrigere. Int samf må stå sammen for å møte trusselen -  @borgebrende @erna_solberg
2014-09-24 19:17:25	negative	Akselev	@Utenriksdept Er flagget spesialbestilt av FARC-guerilliaen for å provosere? @borgebrende @erna_solberg
2014-09-24 18:04:33	neutral	joachimhs	Hva er dyrest? Vei utbygging m/plass til alles biler frem mot 2030 eller utvidet og GRATIS kollektivtrafikk? @Partiet @Venstre @erna_solberg
2014-09-24 17:50:14	neutral	ljanneholsen	Høyres stortingsgruppe sier ja til OL. @erna_solberg @Arbeiderpartiet MÅ si #neitilol
2014-09-24 17:47:41	neutral	omleirvag	Hva betyr robusthet @erna_solberg?
2014-09-24 17:08:03	negative	kimaj76	Når @erna_solberg  snakker om "å bringe håp til ungdommen" #Pinlig
2014-09-24 16:20:50	neutral	BakkeMona	Idag fikk j kort fra klassen min, som jeg overtok for 1 mnd siden. D står j er verdens beste lærer. @erna_solberg, er j en drømmelærer da?
2014-09-24 16:05:26	positive	KristinaNomme	Kjære @erna_solberg! Vi heier på deg og 0 fattige i 2030. 3 milliarder mennesker må ut av fattigdom.… http://t.co/ZaKo1hazOd
2014-09-24 15:52:00	neutral	EyvindYork	Eg håper de kommenterte det norske flagget som står der @Utenriksdept @erna_solberg @borgebrende
2014-09-24 15:22:09	neutral	Utenriksdept	Norge glad for at partene #Colombia  har med kvinners stemme i forhandlingene - @erna_solberg @borgebrende m Santos http://t.co/B8rSSIJhT4
2014-09-24 15:13:49	negative	miljopsykologen	@Nina_Jensen @erna_solberg @TSundtoft sånn kan det ikke fortsette. Kan ikke kreve at andre land reduserer utslipp og  ikke gjøre noe selv
2014-09-24 14:46:00	positive	Utenriksdept	Stm @erna_solberg og utenriksmin @borgebrende på åpninga av #UNGA i New York. Takk til @GeirOPedersen for bilde! http://t.co/0OOyNkYNa9
2014-09-24 14:27:55	neutral	PrinsPernille	Eirik Lae Solberg (H) i byrådet i Oslo - Erling Lae og Erna Solbergs hittil ukjente kjærlighetsbarn?
2014-09-23 17:14:56	neutral	SVHeikki	-We will do our part, sier @BarackObama. -Nobody gets to pass. Skal du ta ditt lederansvar @erna_solberg, må Norge gjøre sin andel. Enig?
2014-09-23 17:14:33	neutral	DanielHanSelv	23sep2014. @erna_solberg vil IKKE bombe for ASSAD uten FN-Mandat. via @dagbladet
2014-09-23 17:13:37	neutral	DanielHanSelv	3sep2014. @erna_solberg vil Bombe ASSAD uten FN-Mandat via @Dagsavisen
2014-09-23 17:12:04	positive	DanielHanSelv	@erna_solberg vil hjelpe ASSAD med opplæring og trening av hans spesialstyrker. Høres ut som en god ide.
2014-09-23 17:06:12	neutral	DanielHanSelv	USA bomber seg selv i Syria @erna_solberg jubler.
