2014-09-28 15:23:32	neutral	kjernencom	Rosenborg mot Aalesund. Trondheim mot Ålesund. Trøndelag mot Sunnmøre. Lerkendal stadion i kveld kl. 20:00. Kom på kamp og støtt Rosenborg!
2014-09-28 15:22:39	positive	Vassengen	Bra spill av Lillestrøm uansett i dag. Bør være med i medaljekampen (avhenger jo også av hvor mange billige straffer Rosenborg får) #cmore
2014-09-28 14:42:10	negative	kjellram51	@SmartereEnnDeg @selio24601 Enig,virket som Start var overrasket at de vant sist,Sarpsborg 08 tror jeg vinner,og stoler ikke på Rosenborg;)(
2014-09-28 14:25:34	neutral	dejan67691837	TIPSTER TIPS  Rosenborg-Aalesund 1(1.55) Colo Colo-Nublense 1(1.30) Rangers-Hibernian 1(1.50) Combo(3.05)   stake 5/10
2014-09-28 14:23:16	positive	TV2_Susanne	På plass i Trondheim til et klassisk trøndervær:) Rosenborg - Aafk 20.00 på TV 2 Zebra
2014-09-28 14:09:48	positive	JaBeate	Vi skal se kampen på tv i kveld. Heia AaFK! Jeg ser på Rosenborg - Aalesund http://t.co/gXa0EWwFvr via @ScribbleLive
2014-09-28 13:19:03	positive	TheVoold	Du vet hvor du skal klokken 20 i kveld sant?! #Lerkendal Rosenborg mot Aalesund! #flomlys #stemning #rbk #kjernen
2014-09-28 13:02:02	neutral	UnibetNorge	Husk at du kan vinne mye med liten innsats på wincast/scorecast! Oddsen på #Rosenborg - #Aalesund finner du her: https://t.co/5CvNoNkQji
2014-09-28 12:57:16	neutral	jenseenz	Rosenborg 2-1 aalesund #dagenshundrings @UnibetNorge
2014-09-28 12:55:11	neutral	MariusDahl91	@torekro Tja, tipper alle de er som du. Vil jo absolutt påstå at du setter Rosenborg over Liverpool, tross brennhete følelser for Reds.
2014-09-28 12:48:56	positive	elvisdimera78	@torekro Regner med du blant andre sikter til meg.. Rosenborg foran alle, deretter Real Madrid og Chelsea likestilt for meg.. ;))
2014-09-28 12:25:55	neutral	hermsern	@UnibetNorge Rosenborg 2-1 Aalesund #dagenshundrings
2014-09-28 12:21:21	positive	redundanton	Leste @kjernencom 15 gode grunner til fest. "Nr 1. RBK på Lerkendal. I kveld skal vi se Rosenborg." Holder for meg&amp;guttene @RBKfotball
2014-09-28 12:04:35	positive	beritemilie	Rosenborg - Lillehammer 1-4 (35-31). Gutta spiller bedre enn i går, men Lillehammer drar hjem med alle poengene denne gangen. #U20Elite
2014-09-28 12:01:06	neutral	UnibetNorge	Ikke glem å gi ditt tips i #dagenshundrings! #Rosenborg - #Aalesund, hva blir sluttresultatet? Husk å tagge @UnibetNorge og #dagenshundrings
2014-09-28 11:39:29	neutral	redundanton	@AalesundsFK Nei. Neste spørsmål? #rosenborg
2014-09-28 10:51:34	neutral	MariusDahl91	LSK-fansen har tidligere prøvd å male Lerkendal gult også, men Rosenborg selv har rett og slett kommet de i forkjøpet. #hærverk #lskfarger
2014-09-28 10:49:58	neutral	beritemilie	Rosenborg putter en og det står nå 1-2.
2014-09-28 10:33:14	neutral	RBKfotball	Målgaranti mot AaFK: Møtene mellom RBK og Aalesund har aldri endt uten scoringer. Se målene fra de ... http://t.co/aqv6XEQHgl #rosenborg
2014-09-28 10:29:56	positive	beritemilie	Rosenborg - Lillehammer 0-1 (10-8) etter første  periode. Bedre enn i går, men håper gutta våre har mer å gå på. #U20Elite
2014-09-28 10:22:03	neutral	RBKweb	- Alle sammen vet hva de skal gjøre: Hvorfor er det så stor forskjell på Rosenborg på hjemme- og bortebane? http://t.co/mtaqS8kZys
2014-09-28 10:15:00	positive	beritemilie	Rosenborg har hevet spillet flere hakk siden i går. Går mye bedre på skøyter og har flere skudd på mål så langt. Gøy! #U20Elite
2014-09-28 09:16:41	positive	Realgooner_93	Rosenborg - Aalesund. Jensen og Svensson tilbake er strålende nyheter. Håper virkelig Malec får starte. Har trua #rbkno
2014-09-28 09:01:00	negative	EspenHaukaas	I kveld er det duket for oppgjøret Rosenborg-Aalesund. To parenteser i norsk fotball. Totalt uinteressant kamp! #2fx
2014-09-28 08:30:00	neutral	KrStokdahl	@tommynorum @UnibetNorge Rosenborg - Aalesund 5-1 #dagenshundrings
2014-09-28 08:00:40	neutral	UnibetNorge	#dagenshundrings - Tipp riktig sluttresultat mellom #Rosenborg - #Aalesund og få 100,- på din Unibetkonto! Husk å følg &amp; tag @UnibetNorge
2014-09-27 21:07:22	negative	RosenborgRetro	Deportivo - Rosenborg 4-1 etter ekstraomganger. Vi var så nærme, men nok en gang ryker vi i Europa. Langt nede nå.
2014-09-27 21:03:25	negative	Gr1aker	Heia Malmøs Markus Rosenborg! Dette er flaut tv2
2014-09-27 17:58:10	neutral	RBKfotball	Semifinalesmell i Bergen: Brann slo Rosenborgs G19-lag ut av cupen etter scoring i siste spilleminutt. http://t.co/WnQRTrZFC5 #rosenborg
2014-09-27 17:58:08	neutral	Icing_no	Rosenborg U20 møtte Lillehammer i sesongens første hjemmekamp. http://t.co/Y2axSSQ3Pj
2014-09-27 17:25:19	neutral	smpno	- Det er fullt mulig å slå Rosenborg på Lerkendal, om AaFK klarer å glemme at de spiller borte, skriver... http://t.co/hbjI8rdYUq
2014-09-27 16:07:55	neutral	tangen85	Rosenborg-Aalesund http://t.co/BI6TB0Grq7
2014-09-27 16:07:33	positive	skogli	Brann har jobbet målrettet og bra med jr i mange år, men #Rosenborg har vært en liten fotballsko foran til i dag. Tror de tar LSK i finalen.
2014-09-27 15:50:29	neutral	s_evjen	Jeg lukter allerede 2. lags-dramatikk når Byåsen møter Rosenborg 2 i siste serierunde... Kan bli helt avgjørende. #breddefotball
2014-09-27 15:23:06	neutral	KrStokdahl	Molde vinner 2-1, og da blir Rosenborg definitivt ikke seriemester i år. #cmore #2fx
2014-09-27 15:06:53	positive	Knotten9	#brann sine juniorer til cupfinalen etter å ha slått #rosenborg 1 - 0 i semien. Lover bra for framtiden ! #NM #fotball #fx2
2014-09-27 15:06:44	neutral	brannfeed	Tre kamper på tre dager for Lorentzen:  Følg Branns juniorsemifinale mot Rosenborg.  http://t.co/d3G5O3iIB2
2014-09-27 14:32:17	neutral	skbrann	Håkon sendte Brann til cupfinalen!: Brann juniorene er klare for NM-finalen etter å ha slått Rosenborg ... http://t.co/ytPbk64hxx #brann
2014-09-27 14:18:59	positive	Knutfjeldsgaard	Grattis til @skbrann @SoltvedtRune og målkongen @Hakonlorentzen 1-0 over Rosenborg og cupfinale g19. Nyt kvelden. Be proud.
2014-09-27 13:51:13	neutral	SalMarAkademiet	#Brann vinner med sin avgjørende scoring helt på tampen og #Rosenborg er ute av G19-NM. Vi ønsker Brann lykke til i finalen.
2014-09-27 13:50:17	neutral	skbrann	Branns juniorlag er klare for finalen i junior-NM etter 1-0-seier over Rosenborg i semifinalen på Stadion.
2014-09-27 13:48:43	positive	Doddobloggen	Utrolig gøy med Branns juniorlag. Vinner semifinalen mot Rosenborg. Fortjent. #skbrann
2014-09-27 13:37:43	neutral	SalMarAkademiet	Det står fortsatt 0-0 i semifinalen i G19-NM mellom #Brann og #Rosenborg på Brann Stadion. 15 minutter igjen. Live: http://t.co/VP31cQdc4r
2014-09-27 13:17:24	neutral	skbrann	Live! Brann - Rosenborg: Følg semifinalen i junior-NM direkte på Brann.no. Avspark klokken 14.00! http://t.co/8kDRs3d99c #brann
2014-09-27 12:32:35	negative	11Loek	@TomAndreSande Det mest avgjørende er nok at Brann, Viking, Rosenborg og Viking er hjelpeløse år på år.
2014-09-27 12:18:41	neutral	KBergeHFK	Brann-Rosenborg igang med NM semifinale G19 på Brann Stadion. Rundt 400 tilskuere i et fuktig vær. 0-0 et 20 min. http://t.co/6ze2KglbVs
2014-09-27 12:10:43	neutral	RBKfotball	Troppen til Aalesund-kampen: Mike og Jonas er tilbake etter karantene. Se den fulle troppen her. http://t.co/3Qu8M9OU7Y #rosenborg
2014-09-27 12:07:58	neutral	ogreve	Ting de ikke mangler i Trondheim: Kjøpesentre, bruer, Rosenborg-flagg og Rema 1000-butikker.
2014-09-27 11:45:24	neutral	CiL_Events	NM G19: Brann - Rosenborg - http://t.co/Lu9RXW30Fs
2014-09-27 11:39:04	neutral	skbrann	Slik starter Brann og RBK NM-semien: Se lagoppstillingene til Brann og Rosenborg. Semifinalen i G19 NM ... http://t.co/kecMsckjxZ #brann
2014-09-27 08:24:17	neutral	RBKfotball	Tempe(n) før kampen: Varm opp til kampen mot Aalesund med Christer Basma. http://t.co/vAPbmExpdm #rosenborg
2014-09-27 08:12:20	neutral	nowangev	Live streaming Rosenborg BK - Aalesunds FK Norwegian Tippeligaen tv watch 28.09.2014 http://t.co/204KDJ7jIs
2014-09-27 06:52:58	neutral	ninaei	Burde jeg få noen til å sjekke hvordan stå er med verandamøblene i Trondheim, eller blåser det ikke så gæli på Rosenborg?
2014-09-27 05:49:03	neutral	Realgooner_93	@Haavardlovaas Skal på Lillestrøm - Rosenborg ja. Kjører 7-seter med en guttegjeng nedover.
2014-09-27 05:11:29	neutral	EleonoraVasco	Rosenborg Slot #Castle #danish #vsco #eleonoravasco #vscocam #denmark #Copenhagen #renaissance #gardens http://t.co/1NHYvIYWVp
2014-09-27 02:36:51	neutral	larssivertsen	@PaulSarahs Ørjan Berg. Modricesque playmaker for Rosenborg in their glory days. His father Harald Berg is a legendary figure at Bodø/Glimt.
2014-09-26 22:50:41	negative	Blunkesmiley	Håper ikke Rosenborg,Bakklandet og Møllenberg renner ut i havet i natt.. :/
2014-09-26 22:26:53	neutral	leachaa3	Watch live Rosenborg - Aalesunds Norwegian Tippeligaen http://t.co/k4TjeIAt31
2014-09-26 21:44:51	neutral	TV2Mini	“@TV2Davy: @InterTrainingAS @TV2Mini @NFF_info @AtleJanLarsen Hva med Rosenborg - Glimt i 2003?” Og i 1977 LSK-Glimt
2014-09-26 20:35:26	neutral	Megafonmannen	@havremunken @KrStokdahl plastfolk! Rosenborg u20 i morgen kl 14 i Leangen ishall!
2014-09-26 20:03:32	neutral	TV2Davy	@InterTrainingAS @TV2Mini @NFF_info @AtleJanLarsen Hva med Rosenborg - Glimt i 2003?
2014-09-26 18:49:51	neutral	torekro	Hockey i morra, Rosenborg u20 kl 14. Et tips for oss som savner Rosenborg i get.
2014-09-26 18:48:45	negative	s_evjen	Om man tenker ren drift har Rosenborg BK tapt totalt 121 millioner kroner i cash (!!) mellom 2008 og 2013. Vanvittig. #rbk #2fx
2014-09-26 17:55:22	neutral	RBKweb	Skal fortsatt ha sportslig leder: Rosenborg leiter ikke bare etter ny hovedtrener. http://t.co/d7ozR5o1kx
2014-09-26 17:07:16	neutral	skbrann	Denne gjengen skal møte Rosenborg: Brann har tatt ut troppen til lørdagens cup-semifinale mot Rosenborg... http://t.co/OWywAEhuLq #brann
2014-09-26 16:57:33	positive	RosenborgSupp	Episode to av @Troillprat er endelig ute. Over en time RBK-prat med fornuftige Rosenborg-supportere. Verdt å høre! http://t.co/GuYzsBUXhS
2014-09-26 16:30:11	neutral	pasunnmore	Maxlokal:  Før RBK - AaFK : Rosenborg jakter fremdeles medalje i årets Tippeliga, men må slå AaFk på hjemmebane om… http://t.co/KWpckb9s5t
2014-09-26 16:24:13	positive	rosenborgnews	“@RBKfotball: Elsker du Rosenborg?: Her er enda en mulighet til å bevise nettopp det! http://t.co/5zQpbEr2Nl #rosenborg”
2014-09-26 16:01:18	positive	MariusDahl91	Trolig en av de viktigste kampene mellom Rosenborg og Molde.
2014-09-26 14:07:56	neutral	RBKfotball	- Skriver under som spiller: Kevin Keegan var i perlehumør på dagens Rosenborgtrening. Nå vil han s... http://t.co/moUCR18DaP #rosenborg
2014-09-26 13:55:30	neutral	norskfootball	Sunday: Stabaek v Lillestrom, Odd v Brann, Start v Sarpsborg and Rosenborg v Aalesund.
2014-09-26 12:34:37	positive	Flaatens	@TV2Mini @JosimarFotball @VegardVaagbo Var ikke Rosenborg bedre enn Odd før NAE tok over enn da DEF tok over?
2014-09-26 11:36:06	positive	rosenborgnews	Gå inn på http://t.co/xiFtd9nHoA og bevis at RBK også er best på supportere på nett. #cmore12rbk #rosenborg
2014-09-26 10:49:40	neutral	RBKfotball	Kjøp billett av Gamst!: På lørdag kan kjøpe billett til RBK-Aalesund for kun 100,- direkte av Morte... http://t.co/3xU5LZam3G #rosenborg
2014-09-26 10:32:42	positive	skbrann	Lone: - Vi gleder oss voldsomt: Branns juniortrener Kjetil Lone vet hvordan Rosenborg skal beseires i e... http://t.co/rr5tcm7zrc #brann
2014-09-25 16:59:05	negative	RBKfotball	- Må vinne duellene: Nils Arne Eggen synes RBK var kriminelt dårlige i duellspillet mot Haugesund, ... http://t.co/VD4Y0vU0zq #rosenborg
2014-09-25 16:35:05	positive	haarberg1	æ trur Rosenborg vinn alltid, te det motsatte e besvist - N.A Eggen! @RBKfotball
2014-09-25 14:48:26	neutral	Ruter	Trikk 19: Innstilt Slottsparken-Rosenborg #linje19 : http://t.co/UThwPQ92Tw
2014-09-25 13:58:36	positive	RBKfotball	Årets mål senket Aalesund: Nicki Bille ble den store helten da han senket Aalesund med et drømmemål... http://t.co/CHxYyRWXLz #rosenborg
2014-09-25 11:05:07	neutral	RBKfotball	Rosenborg 3 rykket opp: Onsdag kveld ble det klart at RBK 3 blir blant de to beste i sin 4. divisjo... http://t.co/ZxUESi59Sj #rosenborg
2014-09-25 10:28:34	neutral	RBKfotball	Sørmo til EM-kvalik: Bent Sørmo er i troppen som  skal spille EM-kvalik for G18-landslaget. http://t.co/dwoPGDM4O4 #rosenborg
2014-09-25 09:01:11	neutral	vegbjo	http://t.co/sAuKzFtt2h #Rosenborg brukt halvparten av 56 mill for tomtesalget for å dekke underskudd - gjerne sette tæring etter næring nå?
2014-09-25 07:06:18	neutral	MortenVL	Rosenborg fortsetter å blø penger.. http://t.co/e55pY9mA5G
2014-09-25 04:20:02	positive	elvisdimera78	Min store stolthet uansett! 💗⚽ Mitt fotballag 2009 Rosenborg Ballklub: http://t.co/7HM6zHClAx
2014-09-24 23:59:32	negative	mimirk	@KS84 @aslaknore Men Stjernan går lenger enn Rosenborg og Molde i år.  Landslaget taper og taper. Ísland slår Tyrkia 3-0. På tide å si det.
2014-09-24 21:44:00	positive	Megafonmannen	Til helga skal jeg endelig se Rosenborg spille hockey igjen! Riktignok u20. Men læll!
2014-09-24 20:11:27	neutral	Bjofur	@Megafonmannen sikkert en konspirasjon for å sverte Rosenborg dette. Som krigen i Syria og arbeidsledigheten i Spania
2014-09-24 19:43:47	neutral	Guru_Suresh	Molde skaffet Moi, Rosenborg gikk for Gamst.....
2014-09-24 18:28:56	positive	OleChrGullvaag	Dette hadde jeg ALDRI trodd jeg skulle si, men jeg hadde digga å se Magne Hoseth spille for Rosenborg neste år. Klassespiller! #stbmol
2014-09-24 17:55:54	neutral	erik_nordgaard	Vi er Stabæk og Lyn og Rosenborg!
2014-09-24 17:29:55	neutral	BrunoBezAlm	@luisf_prates Gigante Rosenborg, maior da Noruega.
2014-09-24 16:46:00	neutral	RBKfotball	Ny serie på RBKTV: Førstkommende tirsdag kommer RBKTV med en helt ny serie: Tett på RBK. http://t.co/HAfdBPqU0a #rosenborg
2014-09-24 13:09:23	neutral	FootballLineups	Rosenborg BK (21-Sep-14) Tippeligaen at http://t.co/TDKm3wCTRE
2014-09-24 12:07:44	positive	100prosentsport	Pål André Helland sier RBK er bedre trent nå enn under Perry. Tror Rosenborg kan ta igjen og passere Molde neste år. http://t.co/1q5gQfsQ8e
2014-09-24 11:38:17	neutral	RBKfotball	Øker treningsmengden ytterligere: Kåre Ingebrigtsen legger inn nok en økt i treningsprogrammet. http://t.co/HLoEFGWlMo #rosenborg
2014-09-24 11:18:06	neutral	RBKfotball	I kveld kan dere se @Alexsoderlund i "2 mot 1" klokka 22.00 på TV 2 Sportskanalen. @Mads_Hansen @gauseth #rosenborg
2014-09-24 11:09:42	neutral	jorgenstenseth	Kåre øker treningsmengden ytterligere: http://t.co/so6yC4VdyH #rosenborg
2014-09-24 09:10:46	neutral	RBKfotball	Vi trenger flere småtroll til søndag: Rosenborg trenger flere småtroll til søndagens kamp mot Aalesund. http://t.co/D8eny8LIUJ #rosenborg
2014-09-24 08:57:22	neutral	kjernencom	Rosenborg har aldri tapt mot Aalesund på Lerkendal. På søndag spilles 12. hjemmekamp mot AaFK siden 1961. Sammen skal vi være RBKs 12. mann.
2014-09-24 08:33:01	neutral	RBKfotball	Energidagen på Nils Arnes Plass: Før kampen mot Aalesund på søndag har TrønderEnergi et arrangement... http://t.co/6rjnRGoGEz #rosenborg
2014-09-23 21:22:25	positive	HtAudun	@tirsdagsquizen Satser på Rosenborg under Eggen-formen neste gang
2014-09-23 20:18:51	positive	egilnerland	Oilers blir hockeyens Rosenborg i Europa, kanskje til og med bedre
2014-09-23 20:08:16	positive	Larsavis	Stavanger Oilers. Tidenes lag i Norge uansett idrett. Adjø Rosenborg, Larvik, Drammen osv. Gratulerer, Oilers!
2014-09-23 18:49:17	neutral	VegardMandal	@MilfordDaniel Rosenborg solgte. Der har du nøkkelordene. Her forventer folk at RBK skal stille opp for noe andre selskaper skal selge.
2014-09-23 18:02:22	positive	Megafonmannen	For en tullesak av Adressa. ''Å nei, Rosenborg stiller ikke opp gratis for EA'' Skulle da bare mangle! Flott av RBK! http://t.co/mdfgIoT2Jl
2014-09-23 17:57:00	negative	Megafonmannen	@MilfordDaniel @NikolajKahn  EA hadde tjent mye på det der. Rosenborg gjør helt rett. Komisk at EA setter seg i offerrollen.
2014-09-23 17:31:06	neutral	Emil69Madsen	@FinishedPlayers Rosenborg*
2014-09-23 17:07:52	neutral	RBKweb	Tidligste hjemmekamp på 11 år: Rosenborg - Sandnes Ulf søndag 26. oktober får avspark allerede klokka 15.30. http://t.co/BtE5o05H8r
2014-09-23 13:56:37	neutral	ErlendRoste	Skjønner de som kaller Milan for AC at det er det samme som å kalle Chelsea for FC eller Rosenborg for BK?
2014-09-23 13:15:38	neutral	RBKfotball	Medlemsmøte på mandag: Vi inviterer til medlemsmøte førstkommende mandag på REMA VIP. http://t.co/T1EAGsrKNE #rosenborg
2014-09-22 16:16:58	positive	RBKfotball	Send han gjerne en hilsen slik at han føler seg velkommen :) #EmilNielsen #rosenborg
2014-09-22 16:16:04	neutral	RBKfotball	Følg kommende RBK-spiller Emil Nielsen  på Twitter: @EmiINielsen #rosenborg
2014-09-22 14:51:13	positive	AHBryhn	@kolberg96 Nardo ingenting å spille for. Rosenborg spiller for å holde laget i 2.div. Superviktig match
2014-09-22 13:21:34	neutral	RBKfotball	Fotballskoletilbud i høstferien: Rosenborg utvider Fotball etter skoletid, og tilbyr nå fotball-lek... http://t.co/OvRim6Ep7w #rosenborg
2014-09-22 12:15:26	neutral	Haneye	@FKHAsle Her kan du lese hva Brannsupporterne tenkte om FKH-RBK. http://t.co/d2OeRcTO8q
2014-09-22 12:07:33	neutral	nrktrondelag	Christer Basma om RBK-kulturen: Det er ikke bare treningskulturen som må endres i Rosenborg om de vil tilbake ... http://t.co/dr6yYeRwjT
2014-09-22 12:00:21	negative	markzachary98	«Søndag nådde jeg bunnen. Jeg heiet på Rosenborg»: DODDO-BLOGG: - Jeg har sunket så lavt som det er mu... http://t.co/BvL2KM3tIb #Bergen
2014-09-22 11:45:32	neutral	HildeLoktu	Sto som ensom supporter ved spillerbussen og sa god tur hjæm te Rosenborg i går. Gode guttan tok mæ i handa å nån ga mæ klæm ❤️ @RBKfotball
2014-09-22 11:29:33	neutral	RBKfotball	Buss for tog: Det vil bli satt opp buss for tog til søndagens kamp mot Aalesund. http://t.co/llLZcnkebk #rosenborg
2014-09-22 10:32:27	neutral	MariusDahl91	@FotballBjerke Jeg tror Træff sin seier over dere avgjør bunnstriden i form av at de berger og Rosenborg 2 går ned.
2014-09-22 10:22:28	neutral	KariMerete	"Nils Arne Eggens Rosenborg hadde ikke bestandig de beste spillerne, men alltid de beste relasjonene." http://t.co/chYxUVL99m
2014-09-21 20:34:19	neutral	Fotbaill	Haugesund-Rosenborg 2-1. Malec målscorer. Dermed veldig jevnt om 3.plassen, da både Lillestrøm og Godset vant sine kamper. 2p skiller de 3.
2014-09-21 20:30:22	negative	tomsrss	Drillo slakter RBKs forsvarsspill: HAUGESUND / OSLO (VG) (Haugesund – Rosenborg 2-1) En sen sluttspurt holdt n... http://t.co/2Rcy6dt8y0
2014-09-21 20:20:44	negative	WorldNetTimes	Drillo om RBK: - Tafatt og uten bevegelse: Sølvjagende Rosenborg måtte se seg slått… http://t.co/uetDI1jdz3 #Bergen
2014-09-21 20:20:29	negative	markzachary98	Drillo om RBK: - Tafatt og uten bevegelse: Sølvjagende Rosenborg måtte se seg slått av et Haugesund-la... http://t.co/tpIB3PPTCy #Bergen
2014-09-21 20:12:48	neutral	NyhetsIeser	Haugesund klatret forbi Brann etter 2-1 mot Rosenborg – TV 2 http://t.co/BIr1o2z7v8
2014-09-21 20:12:38	negative	Moltisanti_	"@2sporten: Haugesund forbi Brann på tabellen etter seier mot Rosenborg. #2fx" aldri så galt...
2014-09-21 20:10:36	negative	tommystuff	Det tar tid og bygge et nytt lag, men tiden begynner å bli brukt opp #rbk #rosenborg
2014-09-21 20:04:53	neutral	magnus_nerland	@Heinevik 17p luke, 18 igjen å spille for. men truur ikke rosenborg tar igjen Molde
2014-09-21 20:03:59	negative	kkhassel	#rosenborg i tykt og tynt... men det var veldig tynt...
2014-09-21 20:02:52	positive	NRK_Sport	Haugesund-keeper Per Morten Kristiansen: - Dette var uendelig deilig! http://t.co/3epJtg9KPH #nrksport
2014-09-21 20:01:19	negative	NRK_Sport	Slutt: Haugesund-Rosenborg 2-1. Etter en god førsteomgang vinner FKH fortjent. RBK fikk girene opp for sent. Referat:http://t.co/1KYdAmXUrB
2014-09-21 20:00:12	positive	fotball_nytt	Tre magiske Haugesund-minutter senket Rosenborg - Les hele saken http://t.co/MFoIkQqREf
2014-09-21 20:00:04	neutral	FredrikRaanes	Dagens prestasjoner av forsvarsrekka til United og hele Rosenborg... ja.. hva skal man si? 😊🔫
2014-09-21 19:58:39	neutral	DonFuru	På 90-tallet var det @Molde_FK som spilte med hårstrikk og tapte kamper. Artig at de var forbilder for dagens Rosenborg #2fx
2014-09-21 19:57:27	positive	malenewoldseth	Rosenborg e så god herregud❤️❤️❤️
2014-09-21 19:51:57	neutral	InfostradaNO	SLUTTRESULTAT: FK Haugesund - Rosenborg BK 2-1 [Bamberg 22, Sema 25], [Malec 80] #Tippeligaen
2014-09-21 19:51:37	neutral	aleksandermller	Kampen på Haugesund Stadion er slutt! Haugesund slår Rosenborg 2-1! #2fx #cmore #2sport #Tippeligaen2014
2014-09-21 19:51:18	negative	fredriklan	Verste jeg har sett på lenge, Rosenborg! #2fx
2014-09-21 19:51:12	neutral	KimRolund	Daniel Bamberg og Sema sender hele Haugesund, Lillestrøm og Drammen til himmels. Da Haugesund slo Rosenborg 2-1 hjemme. #medaljekampen #2fx
2014-09-21 19:49:42	neutral	eikebrokk	Tenker på alle de unggutta Rosenborg har hatt på benken de siste 10 åra, som aldri har spilt. Hvor er de nå, og hvorfor satt de der? #2fx
2014-09-21 19:48:01	negative	eikebrokk	Haugesund-spillerne viser innimellom at de har touch. Rosenborg er fullstendig out of touch. Og Gamst er verst av alle #rbk #2fc #vg #db
2014-09-21 19:42:55	negative	haakonaa	For ein ubrukeleg gjeng Rosenborg er, som ikkje hjelper til med å redda...*kremt* TAPRE Sogndal.   Dei bør skamma seg.
2014-09-21 18:53:36	negative	huttaheiti	Rosenborg, et høyst ordinært fotballag
2014-09-21 18:52:42	negative	terjeskjerve	Rosenborg vil heller se Brann rykke ned, enn å spille i Europa. #2fx
2014-09-21 18:50:11	neutral	rosenborg_la	FInal del primer tiempo. Haugesund 2 - 0 Rosenborg.
2014-09-21 18:49:05	negative	tangen85	Fytti helvete Rosenborg,nå er jeg lei av sånn tafatt spill og at vi slepper inn for mye mål,nærmer oss 40 snart... http://t.co/nLQ3VC9ga2
2014-09-21 18:25:41	positive	Betbetdotcom	@Sovietvodka1 Fullt fortjent! Kjører over Rosenborg
2014-09-21 18:25:26	neutral	InfostradaNO	MÅL: FK Haugesund - Rosenborg BK 2-0, 25' Maic Sema [HAU] #Tippeligaen
2014-09-21 18:25:26	negative	bemastberg	FAEN, ROSENBORG
2014-09-21 18:25:23	negative	Skjerdings	Rosenborg 2014 slutter aldri å skuffe.
2014-09-21 18:25:23	negative	marterdal	Overhodet ikke bra at Haugesund leder 2-0. Håper og tror at Rosenborg snur dette!
2014-09-21 18:25:19	negative	sigveedvardsen	Haugesund 2-0 Rosenborg. Forsvarsspillet er helt krise
2014-09-21 18:25:14	negative	Vegard_Torset	Rosenborg tape med vilje sånn at muligheten for at Brann rykke ned e enda større #2fx
2014-09-21 18:25:11	negative	Joikakaka	Påtide  å sitere Iversen igjen; Rosenborg er ræva! !
2014-09-21 18:25:09	neutral	Sulen95	Tror dette blir både første og siste gang eg håper Rosenborg vinner en kamp
2014-09-21 18:25:07	positive	IngjerKahn	Haugesund scorer igjen. Leder 2-0 over Rosenborg. Fortjent
2014-09-21 18:25:05	positive	storeha	Fint å være Manchester United og Rosenborg denne søndagen.
2014-09-21 18:25:01	negative	Knowrud	God natt, Rosenborg møtte ikke opp i dag! Pinlig! #2fx
